Categoria,Nome Famiglia,Nome Tipo,ID Elemento,Fase,Verifica,Stato
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1434996,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1434997,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_SILENZIATO,1442074,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_SILENZIATO,1442075,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_SILENZIATO,1442658,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_SILENZIATO,1442659,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1443666,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1443667,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449011,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449012,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449143,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449144,J002_SDP,Fase corretta,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,Curva doppia,1449300,J002_SDP,Fase corretta,1
Linea d'asse,IM_PAF_RIG_Pvc_Curva doppia,Curva doppia,1449301,J002_SDP,Fase corretta,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,Standard,1449302,J002_SDP,Fase corretta,1
Linea d'asse,IM_PAF_RIG_Pvc_Curva 45 per gomito,Standard,1449303,J002_SDP,Fase corretta,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,Standard,1449304,J002_SDP,Fase corretta,1
Linea d'asse,IM_PAF_RIG_Pvc_Curva 45 per gomito,Standard,1449305,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449648,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1449649,J002_SDP,Fase corretta,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,Curva,1449702,J002_SDP,Fase corretta,1
Linea d'asse,IM_PAF_RIG_Pvc_Curva,Curva,1449703,J002_SDP,Fase corretta,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,Curva,1449797,J002_SDP,Fase corretta,1
Linea d'asse,IM_PAF_RIG_Pvc_Curva,Curva,1449798,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1453649,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1453650,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_SILENZIATO,1453843,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_SILENZIATO,1453844,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454292,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454293,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454370,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454371,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454378,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454379,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454835,J002_SDP,Fase corretta,1
Linea d'asse,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454836,J002_SDP,Fase corretta,1
Tubazioni,Tubazione,IM_TUB_Pvc_NON SILENZIATO,1454841,J002_SDP,Fase corretta,1
