Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,AR_ARR_SED_SeduteAttesa_1:AR_ARR_SED_SeduteAttesa_4:3752392,,3752392,0.770 / 2.420 / 0.540,Corretto,1
1,AR_ARR_SED_SeduteAttesa_1:AR_ARR_SED_SeduteAttesa_4:3752552,,3752552,0.770 / 2.420 / 0.540,Corretto,1
1,AR_ARR_SED_SediaScrivania:AR_ARR_SED_SediaScrivania:4042098,,4042098,0.960 / 0.510 / 0.550,Corretto,1
1,AR_ARR_GAT_BancoGate:AR_ARR_GAT_BancoGateP1_1850x1185x3000:4094925,,4094925,3.000 / 1.185 / 1.850,Corretto,1
1,AR_ARR_GAT_BancoGate:AR_ARR_GAT_BancoGateP0_1850x1185x3000:4094927,,4094927,3.000 / 1.185 / 1.850,Corretto,1
1,AR_ARR_GAT_BancoGate:AR_ARR_GAT_BancoGateP0_1850x1185x3000:4094928,,4094928,3.000 / 1.185 / 1.850,Corretto,1
1,AR_ARR_ARR_TornelliAccesso:AR_ARR_ARR_TornelliAccesso:4094929,,4094929,10.000 / 12.000 / 18.000,Corretto,1
1,AR_ARR_ARR_TornelliAccesso:AR_ARR_ARR_TornelliAccesso:4094930,,4094930,10.000 / 12.000 / 18.000,Corretto,1
1,AR_ARR_ARR_TornelliAccesso:AR_ARR_ARR_TornelliAccesso:4094931,,4094931,10.000 / 12.000 / 18.000,Corretto,1
1,AR_ARR_ARR_TornelliAccesso:AR_ARR_ARR_TornelliAccesso:4094932,,4094932,10.000 / 12.000 / 18.000,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094934,,4094934,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094935,,4094935,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094936,,4094936,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094937,,4094937,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094938,,4094938,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094939,,4094939,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094940,,4094940,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094941,,4094941,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094942,,4094942,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094943,,4094943,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094944,,4094944,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094945,,4094945,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094946,,4094946,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094947,,4094947,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094948,,4094948,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094949,,4094949,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094950,,4094950,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094951,,4094951,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094952,,4094952,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_GAT_BancoGate:AR_ARR_GAT_BancoGateP1_1850x1185x3000:4094953,,4094953,3.000 / 1.185 / 1.850,Corretto,1
1,AR_ARR_ARR_TornelliAccesso:AR_ARR_ARR_TornelliAccesso:4094954,,4094954,10.000 / 12.000 / 18.000,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094955,,4094955,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094956,,4094956,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094957,,4094957,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094958,,4094958,1.000 / 12.000 / 1.200,Corretto,1
1,AR_ARR_NAS_NastroTenditore000:AR_ARR_NAS_NastroTenditore001:4094959,,4094959,1.000 / 12.000 / 1.200,Corretto,1
