Categoria,Id Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Muri,685958,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,685959,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,685960,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,697209,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,697247,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,697306,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-3.3199999999999998,Elemento non vincolato correttamente tra livelli.,0
Muri,697341,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-3.3199999999999998,Elemento non vincolato correttamente tra livelli.,0
Muri,697409,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-3.3199999999999998,Elemento non vincolato correttamente tra livelli.,0
Muri,697420,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-3.3199999999999998,Elemento non vincolato correttamente tra livelli.,0
Muri,697428,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,697454,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,-0.11,Elemento non vincolato correttamente tra livelli.,0
Muri,706227,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,706228,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,706229,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,706230,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,706714,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707171,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707268,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707523,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707524,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707525,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707526,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707699,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707895,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,707932,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,708832,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,708833,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,708834,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,708835,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,708998,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento vincolato tra livelli di discipline diverse.,0
Muri,709088,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento vincolato tra livelli di discipline diverse.,0
Muri,710287,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,710288,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,710289,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,710290,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P02_+10.28m,0.0,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,710291,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento vincolato tra livelli di discipline diverse.,0
Muri,710292,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_PC1_+12.50m,0.0,0.0,Elemento vincolato tra livelli di discipline diverse.,0
Muri,719643,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P01_+5.08m,0.0,-0.38,Elemento vincolato correttamente tra livelli.,1
Muri,722652,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P01_+5.08m,0.0,-0.38,Elemento vincolato correttamente tra livelli.,1
Muri,722690,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P01_+5.08m,0.0,-0.38,Elemento vincolato correttamente tra livelli.,1
Muri,722729,ST_LIV_PE_P00_-0.48m,Fino al livello: ST_LIV_PE_P01_+5.08m,0.0,-0.38,Elemento vincolato correttamente tra livelli.,1
