GUID,ID,Categoria,Famiglia e Tipo,Stato
1754e017-6016-40c4-a12e-cd036ae56bd3-000a71ab,684459,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a739c,684956,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a73d4,685012,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7432,685106,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7574,685428,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7575,685429,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7576,685430,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7577,685431,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a75a6,685478,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7784,685956,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7785,685957,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7786,685958,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7787,685959,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
69344575-caca-4fe7-b314-031ba1cef412-000a7788,685960,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
9ad94934-935b-4ba6-abbf-72f6bb96d8de-000a8da3,691619,Pavimenti,Pavimento: ST_PAV_GET_250mm_CalcestruzzoArmato,1
9ad94934-935b-4ba6-abbf-72f6bb96d8de-000a8dd4,691668,Pavimenti,Pavimento: ST_PAV_GET_250mm_CalcestruzzoArmato,1
9ad94934-935b-4ba6-abbf-72f6bb96d8de-000a8de5,691685,Pavimenti,Pavimento: ST_PAV_GET_250mm_CalcestruzzoArmato,1
3fd4a649-0fd4-4a13-91b9-03dfcab15e98-000a9094,692372,Pavimenti,Pavimento: ST_PAV_MST_130mm_MistoGrecato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa379,697209,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa39f,697247,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa3da,697306,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa3fd,697341,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa441,697409,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
de875fb9-625b-4c85-af6a-ad0c29d72da3-000aa44c,697420,Muri,Muro di base: ST_MUR_POR_300mm_CalcestruzzoArmato,1
