Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
11,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,J.002,IfcCovering,,Corretta,1
10,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,J.002,IfcCovering,,Corretta,1
112,Controsoffitto composto:AR_CON_CPA_85mm_CI.07,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.003:AR_GEN_MGE_EsistenteP1.003_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.005:AR_GEN_MGE_EsistenteP1.005_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.007:AR_GEN_MGE_EsistenteP1.007_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.006:AR_GEN_MGE_EsistenteP1.006_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.02:AR_GEN_MGE_EsistenteP1.02_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.008:AR_GEN_MGE_EsistenteP1.008_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.001:AR_GEN_MGE_EsistenteP1.001_CI.02,J.002,IfcCovering,,Corretta,1
1,Controsoffitto composto:AR_CON_CPA_60mm_CI.01,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.002:AR_GEN_MGE_EsistenteP1.002_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistenteP1.009:AR_GEN_MGE_EsistenteP1.009_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_AvancorpoPT.009:AR_GEN_MGE_AvancorpoPT.009_CI.02,J.002,IfcCovering,,Corretta,1
1,AR_GEN_MGE_EsistentePT.010:AR_GEN_MGE_EsistentePT.010_CI.02,J.002,IfcCovering,,Corretta,1
23,Facciata continua:AR_SFC_STE_SerrandaImpacchettabile,J.002,IfcCurtainWall,,Corretta,1
860,,J.002,IfcDoor,,Corretta,1
8,Pavimento:AR_PAV_RIV_20mm_FL-002,J.002,IfcSlab,,Corretta,1
10,Pavimento:AR_PAV_RIV_20mm_FL-006,J.002,IfcSlab,,Corretta,1
5,Pavimento:AR_PAV_RIV_20mm_FL-003,J.002,IfcSlab,,Corretta,1
1,Pavimento:AR_PAV_RIV_20mm_FL-001,J.002,IfcSlab,,Corretta,1
3,Pavimento:AR_PAV_GET_30mm_PI.13,J.002,IfcSlab,,Corretta,1
55,Muro di base:AR_MUR_DIV_150mm_MI.11,J.002,IfcWall,,Corretta,1
48,Muro di base:AR_MUR_DIV_150mm_MI.23,J.002,IfcWall,,Corretta,1
30,Muro di base:AR_MUR_DIV_200mm_MI.01,J.002,IfcWall,,Corretta,1
18,Muro di base:AR_MUR_RIV_24mm_R.07,J.002,IfcWall,,Corretta,1
25,Muro di base:AR_MUR_RIV_64mm_R.03,J.002,IfcWall,,Corretta,1
10,Muro di base:AR_MUR_RIV_14mm_R.06,J.002,IfcWall,,Corretta,1
1,Muro di base:AR_MUR_DIV_100mm_MI.25,J.002,IfcWall,,Corretta,1
30,Muro di base:AR_MUR_RIV_20mm_R.08,J.002,IfcWall,,Corretta,1
2,Muro di base:AR_MUR_RIV_30mm_R.10,J.002,IfcWall,,Corretta,1
36,Muro di base:AR_MUR_DIV_100mm_MI.24,J.002,IfcWall,,Corretta,1
3,Muro di base:AR_MUR_RIV_22mm_R.05,J.002,IfcWall,,Corretta,1
28,Muro di base:AR_MUR_RIV_50mm_R.11,J.002,IfcWall,,Corretta,1
16,IM_DIS_AID_SAN_LavaboDoppio:IM_DIS_AID_SAN_LavaboDoppio_460x1400,J.002,IfcSanitaryTerminal,,Corretta,1
2,IM_DIS_AID_SAN_WCDisabili:IM_DIS_AID_SAN_WCDisabili,J.002,IfcSanitaryTerminal,,Corretta,1
2,IM_DIS_AID_SAN_LavaboDisabili:IM_DIS_AID_SAN_LavaboDisabili_570X660,J.002,IfcSanitaryTerminal,,Corretta,1
4,IM_DIS_AID_SAN_Orinatoio:IM_DIS_AID_SAN_Orinatoio,J.002,IfcSanitaryTerminal,,Corretta,1
24,IM_DIS_AID_SAN_WC:IM_DIS_AID_SAN_WC,J.002,IfcSanitaryTerminal,,Corretta,1
38,,J.002,IfcOpeningElement,,Corretta,1
14,AR_ARR_ARR_BoxWC:AR_ARR_ARR_BoxWC,J.002,IfcFurniture,,Corretta,1
14,AR_ARR_ARR_divisoriobox:AR_ARR_ARR_DivisorioBox,J.002,IfcFurniture,,Corretta,1
24,AR_ARR_ARR_GancioAppendino:AR_ARR_ARR_GancioAppendino,J.002,IfcFurniture,,Corretta,1
6,AR_ARR_ARR_BoxWc_Laterale:AR_ARR_ARR_BoxWC_Laterale,J.002,IfcFurniture,,Corretta,1
6,AR_ARR_ARR_Divisoriobox_Laterale:AR_ARR_ARR_DivisorioBox_Laterale,J.002,IfcFurniture,,Corretta,1
4,AR_ARR_ARR_BoxWc_Chiuso:AR_ARR_ARR_BoxWC_Chiuso,J.002,IfcFurniture,,Corretta,1
4,AR_ARR_ARR_ManiglioniDisabili:AR_ARR_ARR_ManiglioniDisabili_1000x150,J.002,IfcFurniture,,Corretta,1
2,AR_ARR_ARR_AsciugamaniElettrico:AR_ARR_ARR_AsciugamaniElettrico,J.002,IfcFurniture,,Corretta,1
2,AR_ARR_ARR_DispenserSapone:AR_ARR_ARR_DispenserSapone,J.002,IfcFurniture,,Corretta,1
3,AR_ARR_ARR_DivisorioOrinatoio:AR_ARR_ARR_DivisorioOrinatoio,J.002,IfcFurniture,,Corretta,1
63,AR_ ARR_NAS_NastroTenditore00:AR_ARR_NAS_NastroTenditore00_1000,J.002,IfcFurniture,,Corretta,1
5,AR_ ARR_GAT_BancoGate:AR_ARR_GAT_BancoGate_1850x1185,J.002,IfcFurniture,,Corretta,1
2,AR_ARR_SED_SeduteAttesa_4+4:AR_ARR_SED_SeduteAttesa_4+4,J.002,IfcFurniture,,Corretta,1
2,AR_ARR_SED_SeduteAttesa_6:AR_ARR_SED_SeduteAttesa_6,J.002,IfcFurniture,,Corretta,1
24,AR_ARR_SED_SeduteAttesa_8+8:AR_ARR_SED_SeduteAttesa_8+8,J.002,IfcFurniture,,Corretta,1
8,AR_ARR_SED_SeduteAttesa_6+6:AR_ARR_SED_SeduteAttesa_6+6,J.002,IfcFurniture,,Corretta,1
7,AR_ARR_SED_SeduteAttesa_8:AR_ARR_SED_SedutaAttesa_8,J.002,IfcFurniture,,Corretta,1
