Categoria,Nome Famiglia,Nome Tipo,ID Elemento,IFC Class,Stato
OST_MechanicalEquipment,IM_DIS_AME_SGS_Unità_IN,SGS_Unità_IN,1446798,IfcUnitaryEquipment,1
OST_MechanicalEquipment,IM_DIS_AME_SGS_Unità_IN,SGS_Unità_IN,1446801,IfcUnitaryEquipment,1
OST_MechanicalEquipment,IM_DIS_AME_SGS_Unità_IN,SGS_Unità_IN,1446804,IfcUnitaryEquipment,1
OST_MechanicalEquipment,IM_DIS_AME_SGS_Unità_IN,SGS_Unità_IN,1446810,IfcUnitaryEquipment,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1486661,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1486797,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1502737,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1502755,IfcDuctSegment,1
OST_DuctFitting,IM_COL_RET_Lzi_Calotta chiusura,20 cm,1503321,IfcDuctFitting,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506596,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506600,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506608,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506609,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1506633,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1506634,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1506638,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506641,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506643,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506645,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506646,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1506669,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1506670,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1506674,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506677,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506679,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506681,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506682,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1506683,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1506684,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1506693,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1506696,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1508252,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508253,IfcDuctSegment,1
OST_DuctFitting,IM_COL_RET_Lzi_T,Default,1508254,IfcDuctFitting,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508255,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508256,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508260,IfcDuctSegment,1
OST_DuctFitting,IM_COL_RET_Lzi_Calotta chiusura,20 cm,1508263,IfcDuctFitting,1
OST_DuctFitting,IM_COL_RET_Lzi_Calotta chiusura,20 cm,1508264,IfcDuctFitting,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508271,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508273,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508275,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508276,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1508277,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508278,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508282,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508285,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508287,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508289,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508290,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1508291,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508292,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508293,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508294,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508296,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508298,IfcCovering,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508299,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1508300,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508301,IfcDuctSegment,1
OST_FlexDuctCurves,Condotto flessibile circolare,IM_CND_CIR_All_Flessibile,1508305,IfcDuctSegment,1
OST_DuctLinings,Rivestimento condotto,Pannello in fibra di vetro,1508308,IfcCovering,1
OST_DuctTerminal,IM_DIS_BOC_Diffusore lineare,Lenght 2000mm,1508362,IfcAirTerminal,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508363,IfcDuctSegment,1
OST_DuctFitting,IM_COL_RET_Lzi_T,Default,1508364,IfcDuctFitting,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508365,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508366,IfcDuctSegment,1
OST_DuctCurves,Condotto rettangolare,IM_CND_RET_All_PAL,1508370,IfcDuctSegment,1
OST_DuctFitting,IM_COL_RET_Lzi_Calotta chiusura,20 cm,1508373,IfcDuctFitting,1
OST_DuctFitting,IM_COL_RET_Lzi_Calotta chiusura,20 cm,1508374,IfcDuctFitting,1
