Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
IM_CND_RET_All_PAL,IfcDuctSegment,Non trovato,1LiYYu5kP5IPfAq_ZrpNz7,Non trovato,1978916,Non presente in IFC,0
DiRoots-FR-Temp-0-default,IfcDuctFitting,Non trovato,1LiYYu5kP5IPfAq_ZrpNzI,Non trovato,1978929,Non presente in IFC,0
IM_CND_RET_All_PAL,IfcDuctSegment,Non trovato,1LiYYu5kP5IPfAq_ZrpN_z,Non trovato,1979102,Non presente in IFC,0
IM_CND_CIR_All_Flessibile,IfcDuctSegment,Non trovato,2MJ86r7Sv0$OQNcgOnKsa8,Non trovato,1981602,Non presente in IFC,0
IM_CND_RET_Ple_Poliuretano espanso,IfcCovering,Non trovato,2VLu9umqf7sejw1S$lyi$M,Non trovato,2434267,Non presente in IFC,0
IM_CND_RET_Ple_Poliuretano espanso,IfcCovering,Non trovato,2VLu9umqf7sejw1S$lyi$J,Non trovato,2434270,Non presente in IFC,0
IM_CND_RET_Ple_Poliuretano espanso,IfcCovering,Non trovato,2VLu9umqf7sejw1S$lyiAV,Non trovato,2435474,Non presente in IFC,0
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT74,1l9mHyUBjC0PkLjWiqWT74,1506608,1506608,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT75,1l9mHyUBjC0PkLjWiqWT75,1506609,1506609,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT6X,1l9mHyUBjC0PkLjWiqWT6X,1506645,1506645,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT6Y,1l9mHyUBjC0PkLjWiqWT6Y,1506646,1506646,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT6D,1l9mHyUBjC0PkLjWiqWT6D,1506681,1506681,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT6E,1l9mHyUBjC0PkLjWiqWT6E,1506682,1506682,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,1l9mHyUBjC0PkLjWiqWT5y,1l9mHyUBjC0PkLjWiqWT5y,1506696,1506696,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbOU,3s0zQl48X1Y8B$AdQ9FbOU,1508275,1508275,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbOP,3s0zQl48X1Y8B$AdQ9FbOP,1508276,1508276,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbPi,3s0zQl48X1Y8B$AdQ9FbPi,1508289,1508289,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbPl,3s0zQl48X1Y8B$AdQ9FbPl,1508290,1508290,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbPd,3s0zQl48X1Y8B$AdQ9FbPd,1508298,1508298,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbPc,3s0zQl48X1Y8B$AdQ9FbPc,1508299,1508299,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9FbPv,3s0zQl48X1Y8B$AdQ9FbPv,1508308,1508308,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb6C,3s0zQl48X1Y8B$AdQ9Fb6C,1508385,1508385,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb6F,3s0zQl48X1Y8B$AdQ9Fb6F,1508386,1508386,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb62,3s0zQl48X1Y8B$AdQ9Fb62,1508399,1508399,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb6T,3s0zQl48X1Y8B$AdQ9Fb6T,1508400,1508400,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb6L,3s0zQl48X1Y8B$AdQ9Fb6L,1508408,1508408,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb6K,3s0zQl48X1Y8B$AdQ9Fb6K,1508409,1508409,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb7l,3s0zQl48X1Y8B$AdQ9Fb7l,1508418,1508418,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4Y,3s0zQl48X1Y8B$AdQ9Fb4Y,1508495,1508495,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4z,3s0zQl48X1Y8B$AdQ9Fb4z,1508496,1508496,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4m,3s0zQl48X1Y8B$AdQ9Fb4m,1508509,1508509,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4p,3s0zQl48X1Y8B$AdQ9Fb4p,1508510,1508510,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4B,3s0zQl48X1Y8B$AdQ9Fb4B,1508518,1508518,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4A,3s0zQl48X1Y8B$AdQ9Fb4A,1508519,1508519,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3s0zQl48X1Y8B$AdQ9Fb4T,3s0zQl48X1Y8B$AdQ9Fb4T,1508528,1508528,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYlQs,3ihU9wwG5AlOdcFjTqYlQs,1511018,1511018,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYlT3,3ihU9wwG5AlOdcFjTqYlT3,1511327,1511327,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYlSS,3ihU9wwG5AlOdcFjTqYlSS,1511360,1511360,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYlSG,3ihU9wwG5AlOdcFjTqYlSG,1511372,1511372,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYk3d,3ihU9wwG5AlOdcFjTqYk3d,1513531,1513531,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYk3W,3ihU9wwG5AlOdcFjTqYk3W,1513532,1513532,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjcn,3ihU9wwG5AlOdcFjTqYjcn,1515885,1515885,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjco,3ihU9wwG5AlOdcFjTqYjco,1515886,1515886,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjcg,3ihU9wwG5AlOdcFjTqYjcg,1515894,1515894,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjch,3ihU9wwG5AlOdcFjTqYjch,1515895,1515895,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjcZ,3ihU9wwG5AlOdcFjTqYjcZ,1515903,1515903,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjbS,3ihU9wwG5AlOdcFjTqYjbS,1515904,1515904,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjbP,3ihU9wwG5AlOdcFjTqYjbP,1515909,1515909,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,3ihU9wwG5AlOdcFjTqYjbJ,3ihU9wwG5AlOdcFjTqYjbJ,1515919,1515919,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91A,09L_0jPC50uwv1IvrDt91A,1574812,1574812,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91B,09L_0jPC50uwv1IvrDt91B,1574813,1574813,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91p,09L_0jPC50uwv1IvrDt91p,1574821,1574821,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91m,09L_0jPC50uwv1IvrDt91m,1574822,1574822,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91u,09L_0jPC50uwv1IvrDt91u,1574830,1574830,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91v,09L_0jPC50uwv1IvrDt91v,1574831,1574831,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91Y,09L_0jPC50uwv1IvrDt91Y,1574836,1574836,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt91l,09L_0jPC50uwv1IvrDt91l,1574841,1574841,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zr,09L_0jPC50uwv1IvrDt9zr,1575075,1575075,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zo,09L_0jPC50uwv1IvrDt9zo,1575076,1575076,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zw,09L_0jPC50uwv1IvrDt9zw,1575084,1575084,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zx,09L_0jPC50uwv1IvrDt9zx,1575085,1575085,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zZ,09L_0jPC50uwv1IvrDt9zZ,1575093,1575093,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zW,09L_0jPC50uwv1IvrDt9zW,1575094,1575094,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9zj,09L_0jPC50uwv1IvrDt9zj,1575099,1575099,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9yM,09L_0jPC50uwv1IvrDt9yM,1575104,1575104,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9uJ,09L_0jPC50uwv1IvrDt9uJ,1575365,1575365,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9uG,09L_0jPC50uwv1IvrDt9uG,1575366,1575366,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9uO,09L_0jPC50uwv1IvrDt9uO,1575374,1575374,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9uP,09L_0jPC50uwv1IvrDt9uP,1575375,1575375,Corretto,1
Rivestimento condotto - Pannello in fibra di vetro,IfcCovering,09L_0jPC50uwv1IvrDt9u1,09L_0jPC50uwv1IvrDt9u1,1575383,1575383,Corretto,1
