Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
60,INC_TelST_TS.AC_HE:HEB650,J.002,IfcBeam,,Corretta,1
1,INC_TelST_TS.AC_WS:WS370x400x30x12,J.002,IfcBeam,,Corretta,1
196,INC_TelST_TS.AC_HE:HEB500,J.002,IfcBeam,,Corretta,1
164,INC_TelST_TS.AC_IPE:IPE450,J.002,IfcBeam,,Corretta,1
5,INC_TelST_TS.AC_RettangolareQuadrataCava:RHS600x300x30,J.002,IfcBeam,,Corretta,1
1,INC_TelST_TS.AC_HE:HEB450,J.002,IfcBeam,,Corretta,1
193,INC_TelST_TS.AC_HE:HEA260,J.002,IfcBeam,,Corretta,1
41,INC_TelST_TS.AC_HE:HEB280,J.002,IfcBeam,,Corretta,1
200,INC_TelST_TS.AC_RettangolareQuadrataCava:RHS250x150x10,J.002,IfcBeam,,Corretta,1
10,INC_TelST_TS.AC_RettangolareQuadrataCava:RHS250x150x12.5,J.002,IfcBeam,,Corretta,1
32,INC_TelST_TS.AC_HE:HEB260,J.002,IfcBeam,,Corretta,1
20,INC_TelST_TS.AC_HE:HEB240,J.002,IfcBeam,,Corretta,1
34,INC_TelST_TS.AC_HE:HEA200,J.002,IfcBeam,,Corretta,1
18,INC_TelST_TS.AC_HE:HEA160,J.002,IfcBeam,,Corretta,1
72,INC_TelST_TS.AC_ProfilatoL:L60x60x6,J.002,IfcBeam,,Corretta,1
8,INC_TelST_TS.AC_HE:HEB200,J.002,IfcBeam,,Corretta,1
10,INC_TelST_TS.AC_HE:HEA300,J.002,IfcBeam,,Corretta,1
3,INC_TelST_TS.AC_CircolareCava:CHS323.9x12.5,J.002,IfcBeam,,Corretta,1
12,INC_TelST_TS.AC_DoppiaL:2L150x150x15,J.002,IfcBeam,,Corretta,1
5,INC_TelST_TS.AC_ProfilatoL:L100x100x10,J.002,IfcBeam,,Corretta,1
10,INC_TelST_TS.AC_HE:HEB300,J.002,IfcBeam,,Corretta,1
13,INC_TelST_TS.AC_RettangolareQuadrataCava:SHS180x4,J.002,IfcBeam,,Corretta,1
163,INC_TelST_TS.AC_RettangolareQuadrataCava:RHS200x120x4,J.002,IfcBeam,,Corretta,1
165,INC_TelST_TS.AC_RettangolareQuadrataCava:SHS120x4,J.002,IfcBeam,,Corretta,1
80,INC_TelST_TS.AC_CircolareCava:CHS193.7x8,J.002,IfcBeam,,Corretta,1
52,INC_TelST_TS.AC_DoppiaL:2L100x100x10,J.002,IfcBeam,,Corretta,1
35,INC_TelST_TS.AC_HE:HEB140,J.002,IfcBeam,,Corretta,1
7,INC_TelST_TS.AC_HE:HEA140,J.002,IfcBeam,,Corretta,1
96,INC_TelST_TS.AC_ProfilatoL:L120x120x12,J.002,IfcBeam,,Corretta,1
56,INC_PilST_PS.AC_CircolareCavo:CHS610x20,J.002,IfcColumn,,Corretta,1
4,INC_PilST_PS.AC_CircolareCavo:CHS508x20,J.002,IfcColumn,,Corretta,1
2,INC_PilST_PS.AC_HE:HEB300,J.002,IfcColumn,,Corretta,1
16,INC_PilST_PS.AC_HE:HEB200,J.002,IfcColumn,,Corretta,1
42,INC_PilST_PS.AC_CircolareCavo:CHS610x25,J.002,IfcColumn,,Corretta,1
2,INC_PilST_PS.AC_CircolareCavo:CHS508x25,J.002,IfcColumn,,Corretta,1
117,INC_PilST_PS.AC_RettangolareQuadratoCavo:RHS200x120x4,J.002,IfcColumn,,Corretta,1
54,INC_PilST_PS.AC_RettangolareQuadratoCavo:SHS120x4,J.002,IfcColumn,,Corretta,1
2,INC_PilST_PS.AC_CircolareCavo:CHS273x12.5,J.002,IfcColumn,,Corretta,1
20,Montante scala:ST_MNT_Acc_UPN240,J.002,IfcMember,,Corretta,1
42,INC_ColST_CO.AC_PiastraBaseCircolare:PB-1130,J.002,IfcMember,,Corretta,1
2,INC_ColST_CO.AC_PiastraBaseCircolare:PB-D970,J.002,IfcMember,,Corretta,1
4,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,J.002,IfcSlab,,Corretta,1
2,Scala assemblata:ST_SCA_ASS_Lme_UPN240_LamieraMetallica_ThreeStraightRunStair,J.002,IfcStair,,Corretta,1
6,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica,J.002,IfcStairFlight,,Corretta,1
14,,J.002,IfcElementAssembly,,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,686966,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687217,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687269,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687359,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687409,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687509,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687510,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687511,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687512,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687513,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687523,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687524,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687525,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687526,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687527,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687537,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687538,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687539,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687540,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687541,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687551,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687552,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687553,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687554,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687555,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687563,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687564,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687565,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687566,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687567,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687577,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687578,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687579,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687580,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687581,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687591,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687592,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687593,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687594,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687595,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687609,Corretta,1
1,INC_TelST_TS.AC_WS:WS370x400x30x12,1,IfcBeam,687610,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687611,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687612,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687613,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687623,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687624,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687625,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687626,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687627,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687635,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687636,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687637,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687638,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687639,Corretta,1
1,INC_TelST_TS.AC_HE:HEB650,1,IfcBeam,687876,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,687974,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688090,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688099,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688108,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688163,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688164,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688165,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688166,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688217,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688218,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688219,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688220,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688229,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688230,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688231,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688232,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688243,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688244,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688245,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688246,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688255,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688256,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688257,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688258,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688269,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688270,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688271,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688272,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688281,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688282,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688283,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688284,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688295,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688296,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688297,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688298,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688307,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688308,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688309,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688310,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688325,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688326,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688327,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688328,Corretta,1
1,INC_TelST_TS.AC_HE:HEB500,1,IfcBeam,688337,Corretta,1
