Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,4756448,13997,1
AR_LIV_PE_P01_+5.20m,4756449,15864,1
AR_LIV_PE_P02_+10.40m,4756450,2760,1
AR_LIV_PE_PC2_+15.73m,4756451,1263,1
AR_LIV_PE_PC1_+12.83m,4756452,1099,1
AR_LIV_PE_PC3_+20.17m,4756453,320,1
