Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_01_00.ifc,Verifica Corretta,15.250 MB,1
9nnn_J.002_028_PE_ST_M3_01_00.rvt,Verifica Corretta,14.383 MB,1
