Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1229141,,1229141,"44,31 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1229726,,1229726,"9,27 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1347785,,1347785,"44,31 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1347887,,1347887,"9,28 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1349324,,1349324,"40,14 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1350122,,1350122,"66,04 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1350231,,1350231,"31,57 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1357704,,1357704,"21,44 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1357805,,1357805,"34,41 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1357812,,1357812,"55,91 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1365509,,1365509,"13,97 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1365555,,1365555,"11,16 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1365617,,1365617,"26,19 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1365624,,1365624,"42,13 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1425897,,1425897,"47,09 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1451445,,1451445,"47,09 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1454856,,1454856,"55,55 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1462051,,1462051,"61,29 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1464774,,1464774,"53,28 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1464977,,1464977,"41,16 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1468036,,1468036,"59,47 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_83mm_CI.05:1470737,,1470737,"41,73 / 0,083",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_85mm_CI.07:1520380,,1520380,"4,77 / 0,085",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_85mm_CI.07:1530474,,1530474,"4,77 / 0,085",Corretto,1
1,Controsoffitto composto:AR_CON_CPA_85mm_CI.07:1536031,,1536031,"5,21 / 0,085",Corretto,1
