Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,1941232,35253,1
AR_LIV_PE_P01_+5.20m,1941233,30345,1
AR_LIV_PE_P02_+10.40m,1941234,4716,1
AR_LIV_PE_PC2_+15.73m,1941235,17950,1
AR_LIV_PE_PC1_+12.83m,1941236,2418,1
AR_LIV_PE_PC3_+20.17m,1941237,533,1
