Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
4,INC_TelST_TS.CA_Rettangolare:30x35,J.002,IfcBeam,,Corretta,1
2,INC_TelST_TS.CA_MensolaInclinata:CA-700x(520/350),J.002,IfcBeam,,Corretta,1
598,,J.002,IfcPile,,Corretta,1
290,,J.002,IfcFooting,,Corretta,1
8,Pavimento:ST_PAV_GET_250mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
3,Pavimento:ST_PAV_GET_300mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
44,Pavimento:ST_PAV_MST_130mm_MistoGrecato,J.002,IfcSlab,,Corretta,1
3,Pavimento:ST_PAV_GET_200mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
1,Pavimento:ST_PAV_GET_100mm_Magrone,J.002,IfcSlab,,Corretta,1
28,Pianerottolo monolitico:ST_PIA_RET_Car_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
9,Scala gettata in opera:ST_SCA_Car_250mm_HalfTurn,J.002,IfcStair,,Corretta,1
29,Rampa monolitica:ST_RMS_RET_Car_CalcestruzzoArmato,J.002,IfcStairFlight,,Corretta,1
64,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_400mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
6,Muro di base:ST_MUR_POR_200mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
2,Muro di base:ST_MUR_POR_250mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_500mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_700mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
5,,J.002,IfcOpeningElement,,Corretta,1
1,INC_TelST_TS.CA_Rettangolare:30x35,812938,001,IfcBeam,Corretta,1
1,INC_TelST_TS.CA_Rettangolare:30x35,812940,001,IfcBeam,Corretta,1
1,INC_TelST_TS.CA_Rettangolare:30x35,812941,001,IfcBeam,Corretta,1
1,INC_TelST_TS.CA_Rettangolare:30x35,812942,001,IfcBeam,Corretta,1
1,INC_TelST_TS.CA_MensolaInclinata:CA-700x(520/350),822178,001,IfcBeam,Corretta,1
1,INC_TelST_TS.CA_MensolaInclinata:CA-700x(520/350),822494,001,IfcBeam,Corretta,1
1,,837880,003,IfcPile,Corretta,1
1,,837881,003,IfcPile,Corretta,1
1,,837882,003,IfcPile,Corretta,1
1,,837883,003,IfcPile,Corretta,1
1,,837884,003,IfcPile,Corretta,1
1,,837885,003,IfcPile,Corretta,1
1,,837886,003,IfcPile,Corretta,1
1,,837887,003,IfcPile,Corretta,1
1,,837888,003,IfcPile,Corretta,1
1,,837889,003,IfcPile,Corretta,1
1,,837890,003,IfcPile,Corretta,1
1,,837891,003,IfcPile,Corretta,1
1,,837892,003,IfcPile,Corretta,1
1,,837893,003,IfcPile,Corretta,1
1,,837894,003,IfcPile,Corretta,1
1,,837895,003,IfcPile,Corretta,1
1,,837905,003,IfcPile,Corretta,1
1,,837906,003,IfcPile,Corretta,1
1,,837907,003,IfcPile,Corretta,1
1,,837908,003,IfcPile,Corretta,1
1,,837909,003,IfcPile,Corretta,1
