Categoria,Id Elemento,Livello Base,Livello Superiore,Offset,Verifica,Stato
Muri,724028,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,724029,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,724094,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,724158,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,724221,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,724305,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725018,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725019,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725020,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725021,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725022,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725023,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725024,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725025,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725026,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725027,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725028,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725029,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725030,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725031,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725032,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725033,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725034,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725035,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725036,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725037,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725038,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725039,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725040,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725041,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725042,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725043,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725044,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725045,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725046,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725047,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725048,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725049,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725050,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725051,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725052,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725053,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725054,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,725056,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725057,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725058,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
Muri,725059,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_PC1_+12.50m,-4.5,Elemento non vincolato correttamente tra livelli.,0
