Nome Elemento,ID Elemento,Verifica,Stato
Muro di base: AR_MUR_DIV_150_Generico,749757,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,749844,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,749914,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,749938,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,749979,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,750053,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,750151,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,750198,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,750264,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,750413,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,750442,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,750500,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,750972,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,751057,Room Bounding Disattivato,0
