Quantità,Modello,Type Name,ID,Livello,Verifica,Stato
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671375,4671375,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671389,4671389,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671399,4671399,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671409,4671409,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671418,4671418,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671427,4671427,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671435,4671435,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671440,4671440,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671443,4671443,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671446,4671446,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_01:4671450,4671450,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_01:4671464,4671464,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_01:4671478,4671478,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671577,4671577,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671582,4671582,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671585,4671585,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671594,4671594,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671602,4671602,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671611,4671611,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671620,4671620,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671623,4671623,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671632,4671632,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671638,4671638,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671644,4671644,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_BarrieraVetrata - 160cm_00:4671653,4671653,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677219,4677219,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677225,4677225,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677228,4677228,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677234,4677234,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677244,4677244,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677250,4677250,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677256,4677256,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677259,4677259,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4677396,4677396,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678634,4678634,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678640,4678640,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678646,4678646,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678649,4678649,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678655,4678655,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678661,4678661,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678664,4678664,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678666,4678666,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678673,4678673,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678679,4678679,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678688,4678688,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678694,4678694,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678703,4678703,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678709,4678709,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678712,4678712,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678718,4678718,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678721,4678721,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,Facciata continua:AR_SFC_MON_All_BarrieraVetrata_1600:4678727,4678727,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,AR_ARR_ARR_PortaleGateInclinato:AR_ARR_ARR_PortaleGateC5:4095050,4095050,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,AR_ARR_ARR_PortaleGate:AR_ARR_ARR_PortaleGateP0:4095234,4095234,,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_05_00,AR_ARR_ARR_PortaleGate:AR_ARR_ARR_PortaleGateP0:4095236,4095236,,Corretta,1
