Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_AR_M3_05_00.ifc,Verifica Corretta,111.800 MB,1
9nnn_J.002_028_PE_AR_M3_05_00.rvt,Verifica Corretta,193.758 MB,1
