Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_01_00.ifc,Verifica Corretta,10.230 MB,1
9nnn_J.002_028_PE_ST_M3_01_00.rvt,Verifica Corretta,32.055 MB,1
