Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848339,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848488,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848497,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848505,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848517,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848527,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848535,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848545,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848555,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848565,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848573,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848725,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848736,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848746,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848756,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848766,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848774,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848782,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848790,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848798,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848806,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848880,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848892,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848902,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848912,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848922,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848932,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848942,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848950,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Collegamenti strutturali,INC_ColST_CO.AC_PiastraBaseCircolare,848962,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
