Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,Area 1:601352,IfcSpace,,"29,02",Corretta,1
1,WC U A_ARU_012:747203,IfcSpace,,"58,07",Corretta,1
1,Canale sanitario A_CSA_001:747239,IfcSpace,,"23,81",Corretta,1
1,Canale sanitario A_CSA_002:747242,IfcSpace,,"7,48",Corretta,1
1,Canale sanitario A_CSA_003:747245,IfcSpace,,"5,16",Corretta,1
1,Circolazione A_CIR_014:747248,IfcSpace,,"4,67",Corretta,1
1,WC passeggeri A_ARU_013:747251,IfcSpace,,"7,99",Corretta,1
1,L.T. A_LOT_029:747260,IfcSpace,,"2,9",Corretta,1
1,WC STAFF A_ARU_014:747263,IfcSpace,,"4,09",Corretta,1
1,WC STAFF A_ARU_015:747266,IfcSpace,,"4,09",Corretta,1
1,Cleaning A_MAG_003:747269,IfcSpace,,"5,98",Corretta,1
1,WC Family A_ARU_016:747272,IfcSpace,,"7,28",Corretta,1
1,L.T. A_LOT_006:747275,IfcSpace,,"14,04",Corretta,1
1,L.T. A_LOT_007:747278,IfcSpace,,"21,83",Corretta,1
1,Magazzini A_MAG_004:747281,IfcSpace,,"156,05",Corretta,1
1,WC staff A_ARU_017:747284,IfcSpace,,"7,35",Corretta,1
1,WC staff A_ARU_018:747287,IfcSpace,,"7,35",Corretta,1
1,WC staff A_ARU_019:747293,IfcSpace,,"4,42",Corretta,1
1,Spogliatoi staff A_ARU_032:747296,IfcSpace,,"30,02",Corretta,1
1,Magazzini A_MAG_005:747306,IfcSpace,,"78,15",Corretta,1
1,Area di processamento A_PRC_001:748038,IfcSpace,,"121,71",Corretta,1
1,L.T. A_LOT_008:748179,IfcSpace,,"148,75",Corretta,1
1,L.T. A_LOT_009:748182,IfcSpace,,"9,19",Corretta,1
1,L.T. A_LOT_010:748191,IfcSpace,,"19,91",Corretta,1
1,L.T. A_LOT_011:748194,IfcSpace,,"40,66",Corretta,1
1,L.T. A_LOT_012:748197,IfcSpace,,"66,14",Corretta,1
1,L.T. A_LOT_013:748200,IfcSpace,,"187,9",Corretta,1
1,WC passeggeri A_ARU_021:748228,IfcSpace,,"4,01",Corretta,1
1,Circolazione A_CIR_006:749230,IfcSpace,,"29,22",Corretta,1
1,Frontiera A_UFF_002:749239,IfcSpace,,"12,22",Corretta,1
1,Camera A_UFF_003:749245,IfcSpace,,"10,7",Corretta,1
1,Camera A_UFF_004:749251,IfcSpace,,"9,65",Corretta,1
1,WC staff A_ARU_022:749254,IfcSpace,,"4,19",Corretta,1
1,WC staff A_ARU_023:749257,IfcSpace,,"14,35",Corretta,1
1,Camera A_UFF_005:749260,IfcSpace,,"10,85",Corretta,1
1,Circolazione A_CIR_007:749263,IfcSpace,,"81,47",Corretta,1
1,L.T. B_LOT_010:749266,IfcSpace,,"9,03",Corretta,1
1,Circolazione A_CIR_008:749269,IfcSpace,,"12,73",Corretta,1
1,WC staff A_ARU_024:749272,IfcSpace,,"14,6",Corretta,1
1,Dati+QE A_LOT_014:749278,IfcSpace,,"10,28",Corretta,1
1,Capoturno A_UFF_006:749281,IfcSpace,,"16,35",Corretta,1
1,Area di processamento A_PRC_002:749287,IfcSpace,,"156,24",Corretta,1
1,Circolazione A_CIR_009:749491,IfcSpace,,"34,07",Corretta,1
1,L.T. A_LOT_015:749679,IfcSpace,,"61,3",Corretta,1
1,Circolazione A_CIR_010:749844,IfcSpace,,"51,92",Corretta,1
1,Circolazione A_CIR_011:750324,IfcSpace,,"1152,73",Corretta,1
1,Frontex A_UFF_007:750390,IfcSpace,,"18,51",Corretta,1
1,Magazzini A_MAG_006:752152,IfcSpace,,"63,5",Corretta,1
1,Servizi al passeggero B_SPA_001:753473,IfcSpace,,"125,85",Corretta,1
1,WC staff B_ARU_009:753493,IfcSpace,,"50,58",Corretta,1
1,Deposito B_MAG_007:753496,IfcSpace,,"4,5",Corretta,1
1,L.T. B_LOT_011:753505,IfcSpace,,"9,04",Corretta,1
1,Open Space B_UFF_002:753803,IfcSpace,,"31,8",Corretta,1
1,Fotosegnalamento A_UFF_008:753812,IfcSpace,,"16,39",Corretta,1
1,Uffico B_UFF_006:753815,IfcSpace,,"18,39",Corretta,1
1,L.T. A_LOT_034:753821,IfcSpace,,"7,12",Corretta,1
1,WC staff B_ARU_010:753824,IfcSpace,,"3,63",Corretta,1
1,WC staff B_ARU_011:753827,IfcSpace,,"2,86",Corretta,1
1,WC staff B_ARU_012:753830,IfcSpace,,"1,95",Corretta,1
1,WC D B_ARU_013:753833,IfcSpace,,"15,92",Corretta,1
1,WC U B_ARU_014:753843,IfcSpace,,"14,33",Corretta,1
1,Cleaning B_MAG_005:753846,IfcSpace,,"4,22",Corretta,1
1,Retail B_COM_002:753849,IfcSpace,,"169,23",Corretta,1
1,WC staff B_ARU_015:754156,IfcSpace,,"4,01",Corretta,1
1,WC dis. B_ARU_016:754194,IfcSpace,,"5,11",Corretta,1
1,Area sedute gate B_GAT_030:754200,IfcSpace,,"218,81",Corretta,1
1,Circolazione B_CIR_013:754224,IfcSpace,,"603,41",Corretta,1
1,WC U C_ARU_004:755727,IfcSpace,,"13,95",Corretta,1
1,WC dis. C_ARU_002:755731,IfcSpace,,"6,59",Corretta,1
1,WC D C_ARU_001:755734,IfcSpace,,"18,63",Corretta,1
1,WC Family C_ARU_003:755737,IfcSpace,,"10,71",Corretta,1
1,L.T. C_LOT_001:755740,IfcSpace,,"6,41",Corretta,1
1,L.T. B_LOT_028:767793,IfcSpace,,"4,85",Corretta,1
1,WC dis. B_ARU_017:771703,IfcSpace,,"4,55",Corretta,1
1,WC dis. B_ARU_018:771759,IfcSpace,,"3,85",Corretta,1
1,Magazzino B_MAG_008:771762,IfcSpace,,"4,34",Corretta,1
1,Changing Room B_ARU_019:771765,IfcSpace,,"8,65",Corretta,1
1,WC dis. B_ARU_020:771768,IfcSpace,,"4,01",Corretta,1
1,L.T. A_LOT_016:1146364,IfcSpace,,"13,29",Corretta,1
1,L.T. A_LOT_017:1146366,IfcSpace,,"13,39",Corretta,1
1,L.T. A_LOT_018:1146378,IfcSpace,,"30,35",Corretta,1
1,L.T. A_LOT_019:1146380,IfcSpace,,"50,45",Corretta,1
1,L.T. A_LOT_020:1146382,IfcSpace,,"33,08",Corretta,1
1,Circolazione A_CIR_012:1146386,IfcSpace,,"150,09",Corretta,1
1,Circolazione A_CIR_013:1146670,IfcSpace,,"121,86",Corretta,1
1,Canale sanitario A_CSA_004:1147180,IfcSpace,,"15,53",Corretta,1
1,Area di processamento A_PRC_003:1148452,IfcSpace,,"205,16",Corretta,1
1,Circolazione A_CIR_015:1149159,IfcSpace,,"100,76",Corretta,1
1,WC STAFF A_ARU_025:1149268,IfcSpace,,"3,5",Corretta,1
1,Accodamento A_GAT_017:1149379,IfcSpace,,"89,45",Corretta,1
1,Circolazione A_CIR_016:1149595,IfcSpace,,"23",Corretta,1
1,Canale sanitario A_CSA_005:1149683,IfcSpace,,"25,49",Corretta,1
1,Ufficio Rampisti Handler Finger A_UFF_015:1149687,IfcSpace,,"14,36",Corretta,1
1,Circolazione A_CIR_017:1150001,IfcSpace,,"59,85",Corretta,1
1,Ufficio Rampisti Handler Finger A_UFF_014:1150005,IfcSpace,,"19,64",Corretta,1
1,Accodamento A_GAT_018:1150116,IfcSpace,,"79,81",Corretta,1
1,Magazzini A_MAG_007:1150553,IfcSpace,,"81,99",Corretta,1
1,Accodamento A_GAT_019:1153468,IfcSpace,,"314,88",Corretta,1
1,WC staff B_ARU_021:1154163,IfcSpace,,"4,03",Corretta,1
1,Area di processamento B_PRC_001:1154569,IfcSpace,,"213,54",Corretta,1
1,Area desk B_GAT_024:1155601,IfcSpace,,"47,42",Corretta,1
1,Accodamento B_GAT_021:1155603,IfcSpace,,"72,09",Corretta,1
1,Servizi al passeggero B_SPA_002:1155665,IfcSpace,,"7,53",Corretta,1
1,Servizi al passeggero B_SPA_003:1155667,IfcSpace,,"28,48",Corretta,1
1,Servizi al passeggero B_SPA_004:1155669,IfcSpace,,"7,53",Corretta,1
1,Retail B_COM_003:1155671,IfcSpace,,"98,13",Corretta,1
1,F&B B_COM_004:1155673,IfcSpace,,"160,92",Corretta,1
1,Area preimbarco B_GAT_027:1156157,IfcSpace,,"50,79",Corretta,1
1,Circolazione B_CIR_008:1156162,IfcSpace,,"374,71",Corretta,1
1,F&B B_COM_005:1156575,IfcSpace,,"297,85",Corretta,1
1,F&B B_COM_006:1157793,IfcSpace,,"217,08",Corretta,1
1,Servizi al passeggero B_SPA_005:1158229,IfcSpace,,"91,02",Corretta,1
1,Servizi al passeggero B_SPA_006:1158231,IfcSpace,,"391,7",Corretta,1
1,Servizi al passeggero B_SPA_007:1158233,IfcSpace,,"30,79",Corretta,1
1,Servizi al passeggero B_SPA_008:1158235,IfcSpace,,"53,57",Corretta,1
1,Servizi al passeggero B_SPA_009:1158239,IfcSpace,,"91,02",Corretta,1
1,Servizi al passeggero B_SPA_010:1158243,IfcSpace,,"53,57",Corretta,1
1,Servizi al passeggero B_SPA_011:1159365,IfcSpace,,"43,27",Corretta,1
1,Accodamento B_GAT_022:1159923,IfcSpace,,"77,74",Corretta,1
1,Area preimbarco B_GAT_028:1159958,IfcSpace,,"22,79",Corretta,1
1,Retail B_COM_007:1160045,IfcSpace,,"1997,73",Corretta,1
1,Servizi al passeggero C_SPA_001:1187668,IfcSpace,,"1056,43",Corretta,1
1,Loc. a disposizione C_DIS_002:1187767,IfcSpace,,"43,94",Corretta,1
1,L.T. C_LOT_008:1187769,IfcSpace,,"26,68",Corretta,1
1,L.T. C_LOT_002:1187771,IfcSpace,,"37,98",Corretta,1
1,Circolazione C_CIR_001:1188576,IfcSpace,,"162,59",Corretta,1
1,Circolazione C_CIR_002:1188761,IfcSpace,,"24,14",Corretta,1
1,Deposito C_MAG_002:1188765,IfcSpace,,"4,77",Corretta,1
1,Cleaning C_MAG_001:1188767,IfcSpace,,"4,77",Corretta,1
1,F&B C_COM_001:1189075,IfcSpace,,"349,43",Corretta,1
1,Servizi al passeggero C_SPA_002:1189530,IfcSpace,,"147,16",Corretta,1
1,Circolazione C_CIR_003:1190303,IfcSpace,,"300,51",Corretta,1
1,Filtro C_CIR_004:1190608,IfcSpace,,"4,55",Corretta,1
1,F&B C_COM_002:1190610,IfcSpace,,"239,76",Corretta,1
1,F&B C_COM_003:1191664,IfcSpace,,"280,11",Corretta,1
1,Circolazione C_CIR_006:1191668,IfcSpace,,"8,21",Corretta,1
1,F&B C_COM_005:1191670,IfcSpace,,"3,85",Corretta,1
1,Circolazione A_CIR_018:1192933,IfcSpace,,"513,04",Corretta,1
1,Accodamento B_GAT_023:1196104,IfcSpace,,"432,66",Corretta,1
1,Area a disp. C_DIS_001:1205973,IfcSpace,,"863,33",Corretta,1
1,WC staff A_ARU_026:1242582,IfcSpace,,"6,27",Corretta,1
1,WC Family B_ARU_022:1243550,IfcSpace,,"9,82",Corretta,1
1,Circolazione B_CIR_009:1244335,IfcSpace,,"61,58",Corretta,1
1,Circolazione B_CIR_010:1250353,IfcSpace,,"25,46",Corretta,1
1,Circolazione B_CIR_011:1250490,IfcSpace,,"7,7",Corretta,1
1,Filtro C_CIR_005:1251904,IfcSpace,,"8,15",Corretta,1
1,Servizi al passeggero B_SPA_012:1264644,IfcSpace,,"30,7",Corretta,1
1,L.T. B_LOT_013:1264648,IfcSpace,,"47,93",Corretta,1
1,L.T. A_LOT_021:1265938,IfcSpace,,"12,24",Corretta,1
1,L.T. A_LOT_028:1265940,IfcSpace,,"13,02",Corretta,1
1,Circolazione B_CIR_012:1287685,IfcSpace,,"846,75",Corretta,1
1,Retail B_COM_008:1287716,IfcSpace,,"84,67",Corretta,1
1,Retail B_COM_009:1287720,IfcSpace,,"8,87",Corretta,1
1,Retail B_COM_010:1287722,IfcSpace,,"84,99",Corretta,1
1,Retail B_COM_011:1287724,IfcSpace,,"106,38",Corretta,1
1,Retail B_COM_012:1292108,IfcSpace,,"54,7",Corretta,1
1,L.T. B_LOT_012:1292858,IfcSpace,,"6,14",Corretta,1
1,Circolazione B_CIR_007:1310153,IfcSpace,,"260,22",Corretta,1
1,Area staff B_UFF_001:1310159,IfcSpace,,"35,44",Corretta,1
1,Circolazione B_CIR_016:1343920,IfcSpace,,"252,18",Corretta,1
