Nome File,Coordinata Est/Ovest,Coordinata Nord/Sud
9002_J.002_028_PE_UR_M3_01_00,682000.0,4933000.0
9nnn_J.002_028_PE_AR_M3_03_00_dissociato,682000.0,4933000.0
