Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_AR_M3_03_00.ifc,Verifica Corretta,29.758 MB,1
9nnn_J.002_028_PE_AR_M3_03_00.rvt,Verifica Corretta,93.555 MB,1
