Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_IM_M3_01_00.rvt,Peso Eccessivo,398.977 MB,0
9nnn_J.002_028_PE_IM_M3_01_00_EVAC_FUMI.ifc,Verifica Corretta,18.661 MB,1
9nnn_J.002_028_PE_IM_M3_01_00_FTV.ifc,Peso Eccessivo,581.868 MB,0
9nnn_J.002_028_PE_IM_M3_01_00_HVAC.ifc,Peso Eccessivo,342.566 MB,0
