Categoria,ID Elemento,Verifica,Offset Rilevato,Stato
Pilastri strutturali,710244,Oggetto conforme.,0.0,1
Pilastri strutturali,710258,Oggetto conforme.,0.0,1
Pilastri strutturali,710276,Oggetto conforme.,0.0,1
Pilastri strutturali,710286,Oggetto conforme.,0.0,1
Pilastri strutturali,710296,Oggetto conforme.,0.0,1
Pilastri strutturali,710306,Oggetto conforme.,0.0,1
Pilastri strutturali,710336,Oggetto conforme.,0.0,1
Pilastri strutturali,710346,Oggetto conforme.,0.0,1
Pilastri strutturali,710356,Oggetto conforme.,0.0,1
Pilastri strutturali,710366,Oggetto conforme.,0.0,1
Pilastri strutturali,710390,Oggetto conforme.,0.0,1
Pilastri strutturali,710400,Oggetto conforme.,0.0,1
Pilastri strutturali,710410,Oggetto conforme.,0.0,1
Pilastri strutturali,710480,Oggetto conforme.,0.0,1
Pilastri strutturali,710490,Oggetto conforme.,0.0,1
Pilastri strutturali,710500,Oggetto conforme.,0.0,1
Pilastri strutturali,710510,Oggetto conforme.,0.0,1
Pilastri strutturali,710534,Oggetto conforme.,0.0,1
Pilastri strutturali,710544,Oggetto conforme.,0.0,1
Pilastri strutturali,710554,Oggetto conforme.,0.0,1
Pilastri strutturali,710564,Oggetto conforme.,0.0,1
Pilastri strutturali,710574,Oggetto conforme.,0.0,1
Pilastri strutturali,710761,Oggetto conforme.,0.0,1
Pilastri strutturali,710771,Oggetto conforme.,0.0,1
Pilastri strutturali,710781,Oggetto conforme.,0.0,1
Pilastri strutturali,710791,Oggetto conforme.,0.0,1
Pilastri strutturali,710811,Oggetto conforme.,0.0,1
Pilastri strutturali,710821,Oggetto conforme.,0.0,1
Pilastri strutturali,710833,Oggetto conforme.,0.0,1
Pilastri strutturali,710845,Oggetto conforme.,0.0,1
Pilastri strutturali,710855,Oggetto conforme.,0.0,1
Pilastri strutturali,710865,Oggetto conforme.,0.0,1
Pilastri strutturali,710875,Oggetto conforme.,0.0,1
Pilastri strutturali,710885,Oggetto conforme.,0.0,1
Pilastri strutturali,710895,Oggetto conforme.,0.0,1
Pilastri strutturali,710905,Oggetto conforme.,0.0,1
Pilastri strutturali,710915,Oggetto conforme.,0.0,1
Pilastri strutturali,710933,Oggetto conforme.,0.0,1
Pilastri strutturali,710943,Oggetto conforme.,0.0,1
Pilastri strutturali,710955,Oggetto conforme.,0.0,1
Pilastri strutturali,710979,Oggetto conforme.,0.0,1
Pilastri strutturali,710989,Oggetto conforme.,0.0,1
Pilastri strutturali,711001,Oggetto conforme.,0.0,1
Pilastri strutturali,711009,Oggetto conforme.,0.0,1
Pilastri strutturali,711021,Oggetto conforme.,0.0,1
Pilastri strutturali,711031,Oggetto conforme.,0.0,1
Pilastri strutturali,711041,Oggetto conforme.,0.0,1
Pilastri strutturali,711051,Oggetto conforme.,0.0,1
Pilastri strutturali,711065,Oggetto conforme.,0.0,1
Pilastri strutturali,711077,Oggetto conforme.,0.0,1
Pilastri strutturali,711087,Oggetto conforme.,0.0,1
Pilastri strutturali,711097,Oggetto conforme.,0.0,1
Pilastri strutturali,711105,Oggetto conforme.,0.0,1
Pilastri strutturali,711127,Oggetto conforme.,0.0,1
Pilastri strutturali,711137,Oggetto conforme.,0.0,1
Pilastri strutturali,711151,Oggetto conforme.,0.0,1
Pilastri strutturali,711161,Oggetto conforme.,0.0,1
Pilastri strutturali,711171,Oggetto conforme.,0.0,1
Pilastri strutturali,711181,Oggetto conforme.,0.0,1
Pilastri strutturali,711191,Oggetto conforme.,0.0,1
Pilastri strutturali,711203,Oggetto conforme.,0.0,1
Pilastri strutturali,711213,Oggetto conforme.,0.0,1
Pilastri strutturali,711225,Oggetto conforme.,0.0,1
Pilastri strutturali,711235,Oggetto conforme.,0.0,1
Pilastri strutturali,711255,Oggetto conforme.,0.0,1
Pilastri strutturali,711265,Oggetto conforme.,0.0,1
Pilastri strutturali,711275,Oggetto conforme.,0.0,1
Pilastri strutturali,711287,Oggetto conforme.,0.0,1
Pilastri strutturali,711325,Oggetto conforme.,0.0,1
