Nome File,Angolo Nord Reale,Coordinata Est/Ovest,Coordinata Nord/Sud,Elevazione
9002_J.002_028_PE_UR_M3_01_00,-25.149999999999999,682000.0,4933000.0,37.200000000000003
9nnn_J.002_028_PE_ST_M3_04_00_dissociato,-25.149999999999999,682000.0,4933000.0,37.200000000000003
