Nome Materiale,ID Elemento,Verifica,Stato
Glass,251257,Codice non trovato nel database,0
Earth,545377,Codice non trovato nel database,0
Acciaio,786864,Codice non trovato nel database,0
Blocchi calcestruzzo forati,786865,Codice non trovato nel database,0
Blocchi calcestruzzo pieni,786866,Codice non trovato nel database,0
Blocchi laterizio,786867,Codice non trovato nel database,0
Griglia metallica,786869,Codice non trovato nel database,0
Lamiera bugnata,786870,Codice non trovato nel database,0
Lamiera mandorlata,786871,Codice non trovato nel database,0
Legno lamellare,786872,Codice non trovato nel database,0
Malta espansiva,786873,Codice non trovato nel database,0
Solaio misto grecato collaborante,786874,Codice non trovato nel database,0
Calcestruzzo armato,789709,Codice non trovato nel database,0
Magrone,789710,Codice non trovato nel database,0
Materiale per il rendering 255-255-255,819957,Codice non trovato nel database,0
Materiale per il rendering 255-255-0,819960,Codice non trovato nel database,0
Materiale per il rendering 255-0-191,819981,Codice non trovato nel database,0
Sorgente d'illuminazione di default,842650,Codice non trovato nel database,0
