Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,699381,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705223,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705235,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705247,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705259,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705273,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705287,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705299,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705311,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705335,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705363,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705375,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705387,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705399,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705411,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705425,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705437,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705449,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705461,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705518,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705532,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705544,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705556,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705568,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705580,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705592,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705606,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705618,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705650,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
Fondazioni strutturali,ST_FON_PLT_Testata4Pali,705662,ST_LIV_PE_P00_-0.48m,-,-,0.0,Oggetto conforme.,1
