Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,Area 1:601352,IfcSpace,,"29,02",Corretta,1
1,L.T. A_LOT_001:974986,IfcSpace,,"30,3",Corretta,1
1,WC staff A_ARU_007:974994,IfcSpace,,"4,58",Corretta,1
1,WC staff A_ARU_008:974996,IfcSpace,,"4,59",Corretta,1
1,Uffici A_UFF_001:975203,IfcSpace,,"113,76",Corretta,1
1,L.T. A_LOT_002:975232,IfcSpace,,"31,68",Corretta,1
1,L.T. A_LOT_003:975254,IfcSpace,,"9,11",Corretta,1
1,WC staff A_ARU_009:975260,IfcSpace,,"9,12",Corretta,1
1,WC staff A_ARU_010:975262,IfcSpace,,"9,12",Corretta,1
1,WC D A_ARU_001:975264,IfcSpace,,"55,01",Corretta,1
1,WC dis A_ARU_002:975266,IfcSpace,,"4,02",Corretta,1
1,WC dis A_ARU_003:975268,IfcSpace,,"4,02",Corretta,1
1,Deposito A_MAG_002:975270,IfcSpace,,"5,82",Corretta,1
1,Cleaning A_MAG_001:975272,IfcSpace,,"7,35",Corretta,1
1,WC Family A_ARU_006:975274,IfcSpace,,"11,74",Corretta,1
1,Area a disp. A_DIS_001:975479,IfcSpace,,"63,18",Corretta,1
1,Area sedute gate A_GAT_013:976433,IfcSpace,,"190,47",Corretta,1
1,Area sedute gate A_GAT_014:976435,IfcSpace,,"190,43",Corretta,1
1,Circolazione A_CIR_001:976451,IfcSpace,,"521,51",Corretta,1
1,WC U A_ARU_011:977617,IfcSpace,,"55,02",Corretta,1
1,Circolazione A_CIR_002:978745,IfcSpace,,"102,78",Corretta,1
1,Circolazione A_CIR_003:978749,IfcSpace,,"11,13",Corretta,1
1,Area preimbarco A_GAT_009:1145634,IfcSpace,,"67,43",Corretta,1
1,Area desk A_GAT_005:1145691,IfcSpace,,"26,13",Corretta,1
1,Accodamento A_GAT_001:1145743,IfcSpace,,"79,08",Corretta,1
1,Servizi al passeggero A_SPA_001:1149657,IfcSpace,,"15,75",Corretta,1
1,Area preimbarco A_GAT_010:1149999,IfcSpace,,"42,09",Corretta,1
1,Accodamento A_GAT_002:1150099,IfcSpace,,"101,03",Corretta,1
1,Area sedute gate A_GAT_015:1150209,IfcSpace,,"228,74",Corretta,1
1,Area preimbarco A_GAT_011:1150258,IfcSpace,,"68,43",Corretta,1
1,Area desk A_GAT_006:1150262,IfcSpace,,"26,15",Corretta,1
1,Accodamento A_GAT_003:1150264,IfcSpace,,"79,11",Corretta,1
1,Area preimbarco A_GAT_012:1150266,IfcSpace,,"42,11",Corretta,1
1,Area desk A_GAT_007:1150268,IfcSpace,,"21,95",Corretta,1
1,Accodamento A_GAT_004:1150270,IfcSpace,,"101,04",Corretta,1
1,Area sedute gate A_GAT_016:1150368,IfcSpace,,"228,78",Corretta,1
1,Area a disp. A_DIS_002:1150410,IfcSpace,,"17,64",Corretta,1
1,Deposito B_MAG_004:1151539,IfcSpace,,"2,7",Corretta,1
1,WC Family B_ARU_005:1151541,IfcSpace,,"5,36",Corretta,1
1,WC dis B_ARU_003:1151543,IfcSpace,,"4,46",Corretta,1
1,WC D B_ARU_001:1151545,IfcSpace,,"39,16",Corretta,1
1,Cleaning B_MAG_001:1151547,IfcSpace,,"3,88",Corretta,1
1,L.T. B_LOT_003:1151614,IfcSpace,,"9,37",Corretta,1
1,WC D B_ARU_002:1151715,IfcSpace,,"41,92",Corretta,1
1,WC dis B_ARU_004:1151717,IfcSpace,,"5,34",Corretta,1
1,WC Family B_ARU_006:1151719,IfcSpace,,"5,36",Corretta,1
1,Cleaning B_MAG_002:1151721,IfcSpace,,"3,72",Corretta,1
1,Cleaning B_MAG_003:1151723,IfcSpace,,"2,67",Corretta,1
1,L.T. B_LOT_004:1151725,IfcSpace,,"8,94",Corretta,1
1,L.T. B_LOT_005:1151727,IfcSpace,,"3,84",Corretta,1
1,Area preimbarco B_GAT_009:1154329,IfcSpace,,"69,59",Corretta,1
1,Circolazione B_CIR_001:1154331,IfcSpace,,"15,73",Corretta,1
1,Area sedute gate B_GAT_012:1154467,IfcSpace,,"324,3",Corretta,1
1,Area preimbarco B_GAT_010:1154469,IfcSpace,,"11,48",Corretta,1
1,Circolazione B_CIR_002:1154471,IfcSpace,,"704,14",Corretta,1
1,Area sedute gate B_GAT_013:1154564,IfcSpace,,"254,39",Corretta,1
1,Accodamento B_GAT_001:1154566,IfcSpace,,"103,1",Corretta,1
1,Area desk B_GAT_005:1154568,IfcSpace,,"26,61",Corretta,1
1,Circolazione B_GAT_016:1154570,IfcSpace,,"32,71",Corretta,1
1,Area sedute gate B_GAT_014:1154574,IfcSpace,,"248,76",Corretta,1
1,Accodamento B_GAT_002:1154576,IfcSpace,,"103,39",Corretta,1
1,Area desk B_GAT_006:1154578,IfcSpace,,"27,78",Corretta,1
1,Circolazione B_GAT_015:1154580,IfcSpace,,"29,95",Corretta,1
1,Accodamento B_GAT_003:1155204,IfcSpace,,"90,82",Corretta,1
1,Circolazione B_CIR_004:1155208,IfcSpace,,"25,35",Corretta,1
1,Retail B_COM_001:1155288,IfcSpace,,"14,83",Corretta,1
1,L.T. B_LOT_006:1155659,IfcSpace,,"6,94",Corretta,1
1,L.T. B_LOT_007:1190646,IfcSpace,,"3,65",Corretta,1
1,L.T. B_LOT_008:1241669,IfcSpace,,"10,91",Corretta,1
1,WC dis A_ARU_004:1333847,IfcSpace,,"4,85",Corretta,1
1,WC U B_ARU_007:1374615,IfcSpace,,"47,09",Corretta,1
1,WC U B_ARU_008:1374677,IfcSpace,,"46,84",Corretta,1
1,Area desk A_GAT_008:1885257,IfcSpace,,"21,96",Corretta,1
1,Cavedio B_LOT_001:1925746,IfcSpace,,"13,05",Corretta,1
1,Cavedio B_LOT_002:1925753,IfcSpace,,"18,6",Corretta,1
1,WC dis A_ARU_005:1936935,IfcSpace,,"4,85",Corretta,1
1,Area preimbarco B_GAT_011:1937273,IfcSpace,,"43,35",Corretta,1
1,Accodamento B_GAT_004:2592760,IfcSpace,,"85,52",Corretta,1
1,Area desk B_GAT_007:2592766,IfcSpace,,"20,05",Corretta,1
1,Circolazione B_CIR_005:2592840,IfcSpace,,"307,07",Corretta,1
1,Circolazione A_CIR_004:2592998,IfcSpace,,"21,84",Corretta,1
1,Servizi al passeggero A_SPA_002:2646031,IfcSpace,,"61,58",Corretta,1
1,Circolazione A_CIR_005:2656678,IfcSpace,,"46,91",Corretta,1
1,Servizi al passeggero A_SPA_003:2656876,IfcSpace,,"72,68",Corretta,1
1,Area a disp. A_DIS_003:2908063,IfcSpace,,"4,77",Corretta,1
1,Circolazione B_CIR_003:2909340,IfcSpace,,"38,58",Corretta,1
1,L.T. A_LOT_004:2913695,IfcSpace,,"10,13",Corretta,1
1,L.T. A_LOT_005:2913698,IfcSpace,,"10,11",Corretta,1
1,SCALE A_SCA_001:2917453,IfcSpace,,"55,15",Corretta,1
1,SCALE A_SCA_002:2918011,IfcSpace,,"35,23",Corretta,1
1,L.T. B_LOT_009:2920871,IfcSpace,,"6,48",Corretta,1
1,Cavedio C_LOT_001:2957852,IfcSpace,,"466,81",Corretta,1
1,Area preimbarco B_GAT_017:3734804,IfcSpace,,"14,07",Corretta,1
1,Area sedute gate B_GAT_019:3734806,IfcSpace,,"283,89",Corretta,1
1,Circolazione B_CIR_006:3734807,IfcSpace,,"138,35",Corretta,1
1,Area desk B_GAT_018:3734808,IfcSpace,,"27,11",Corretta,1
1,Area preimbarco B_GAT_020:3734812,IfcSpace,,"45,44",Corretta,1
1,Filtro B_CIR_017:3742783,IfcSpace,,"11,76",Corretta,1
1,L.T. A_LOT_001:974986,IfcSpace,,"149,964",Corretta,1
1,WC staff A_ARU_007:974994,IfcSpace,,"12,371",Corretta,1
1,WC staff A_ARU_008:974996,IfcSpace,,"12,4",Corretta,1
1,Uffici A_UFF_001:975203,IfcSpace,,"341,274",Corretta,1
1,L.T. A_LOT_002:975232,IfcSpace,,"156,8",Corretta,1
1,L.T. A_LOT_003:975254,IfcSpace,,"45,073",Corretta,1
1,WC staff A_ARU_009:975260,IfcSpace,,"24,624",Corretta,1
1,WC staff A_ARU_010:975262,IfcSpace,,"24,624",Corretta,1
1,WC D A_ARU_001:975264,IfcSpace,,"148,518",Corretta,1
1,WC dis A_ARU_002:975266,IfcSpace,,"10,843",Corretta,1
1,WC dis A_ARU_003:975268,IfcSpace,,"10,843",Corretta,1
1,Deposito A_MAG_002:975270,IfcSpace,,"15,702",Corretta,1
1,Cleaning A_MAG_001:975272,IfcSpace,,"19,844",Corretta,1
1,WC Family A_ARU_006:975274,IfcSpace,,"31,691",Corretta,1
1,Area a disp. A_DIS_001:975479,IfcSpace,,"221,48",Corretta,1
1,Area sedute gate A_GAT_013:976433,IfcSpace,,"669,178",Corretta,1
1,Area sedute gate A_GAT_014:976435,IfcSpace,,"669,064",Corretta,1
1,Circolazione A_CIR_001:976451,IfcSpace,,"1859,194",Corretta,1
1,WC U A_ARU_011:977617,IfcSpace,,"148,542",Corretta,1
1,Circolazione A_CIR_002:978745,IfcSpace,,"370,014",Corretta,1
1,Circolazione A_CIR_003:978749,IfcSpace,,"41,269",Corretta,1
1,Area preimbarco A_GAT_009:1145634,IfcSpace,,"238,735",Corretta,1
1,Area desk A_GAT_005:1145691,IfcSpace,,"92,348",Corretta,1
1,Accodamento A_GAT_001:1145743,IfcSpace,,"277,755",Corretta,1
1,Servizi al passeggero A_SPA_001:1149657,IfcSpace,,"56,41",Corretta,1
1,Area preimbarco A_GAT_010:1149999,IfcSpace,,"149,767",Corretta,1
1,Accodamento A_GAT_002:1150099,IfcSpace,,"354,209",Corretta,1
1,Area sedute gate A_GAT_015:1150209,IfcSpace,,"803,813",Corretta,1
1,Area preimbarco A_GAT_011:1150258,IfcSpace,,"242,317",Corretta,1
1,Area desk A_GAT_006:1150262,IfcSpace,,"92,429",Corretta,1
1,Accodamento A_GAT_003:1150264,IfcSpace,,"277,897",Corretta,1
1,Area preimbarco A_GAT_012:1150266,IfcSpace,,"149,846",Corretta,1
1,Area desk A_GAT_007:1150268,IfcSpace,,"76,841",Corretta,1
1,Accodamento A_GAT_004:1150270,IfcSpace,,"354,252",Corretta,1
1,Area sedute gate A_GAT_016:1150368,IfcSpace,,"803,174",Corretta,1
1,Area a disp. A_DIS_002:1150410,IfcSpace,,"63,498",Corretta,1
1,Deposito B_MAG_004:1151539,IfcSpace,,"6,49",Corretta,1
1,WC Family B_ARU_005:1151541,IfcSpace,,"12,875",Corretta,1
1,WC dis B_ARU_003:1151543,IfcSpace,,"10,714",Corretta,1
1,WC D B_ARU_001:1151545,IfcSpace,,"93,993",Corretta,1
1,Cleaning B_MAG_001:1151547,IfcSpace,,"9,302",Corretta,1
1,L.T. B_LOT_003:1151614,IfcSpace,,"42,162",Corretta,1
1,WC D B_ARU_002:1151715,IfcSpace,,"100,604",Corretta,1
1,WC dis B_ARU_004:1151717,IfcSpace,,"12,826",Corretta,1
1,WC Family B_ARU_006:1151719,IfcSpace,,"12,865",Corretta,1
1,Cleaning B_MAG_002:1151721,IfcSpace,,"8,938",Corretta,1
1,Cleaning B_MAG_003:1151723,IfcSpace,,"6,412",Corretta,1
1,L.T. B_LOT_004:1151725,IfcSpace,,"40,211",Corretta,1
1,L.T. B_LOT_005:1151727,IfcSpace,,"17,291",Corretta,1
1,Area preimbarco B_GAT_009:1154329,IfcSpace,,"256,901",Corretta,1
1,Circolazione B_CIR_001:1154331,IfcSpace,,"58,107",Corretta,1
1,Area sedute gate B_GAT_012:1154467,IfcSpace,,"1613,172",Corretta,1
1,Area preimbarco B_GAT_010:1154469,IfcSpace,,"72,313",Corretta,1
1,Circolazione B_CIR_002:1154471,IfcSpace,,"2740,374",Corretta,1
1,Area sedute gate B_GAT_013:1154564,IfcSpace,,"1271,956",Corretta,1
1,Accodamento B_GAT_001:1154566,IfcSpace,,"515,511",Corretta,1
1,Area desk B_GAT_005:1154568,IfcSpace,,"103,768",Corretta,1
