Nome File,Versione File,Stato
9nnn_J.002_028_PE_IM_M3_01_00.rvt,2024,1
9nnn_J.002_028_PE_IM_M3_01_00_EVAC_FUMI.ifc,IFC4X3,1
9nnn_J.002_028_PE_IM_M3_01_00_FTV.ifc,IFC4X3,1
9nnn_J.002_028_PE_IM_M3_01_00_HVAC.ifc,IFC4X3,1
