Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,1941232,37499,1
AR_LIV_PE_P01_+5.20m,1941233,31320,1
AR_LIV_PE_P02_+10.40m,1941234,5661,1
AR_LIV_PE_PC2_+15.73m,1941235,18699,1
AR_LIV_PE_PC1_+12.83m,1941236,2335,1
AR_LIV_PE_PC3_+20.17m,1941237,514,1
