Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_IM_M3_01_00.rvt,Peso Eccessivo,443.469 MB,0
9nnn_J.002_028_PE_IM_M3_01_00_EVAC_FUMI.ifc,Verifica Corretta,15.231 MB,1
9nnn_J.002_028_PE_IM_M3_01_00_FTV.ifc,Peso Eccessivo,603.171 MB,0
9nnn_J.002_028_PE_IM_M3_01_00_HVAC.ifc,Peso Eccessivo,345.007 MB,0
