Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_03_00.ifc,Verifica Corretta,68.033 MB,1
9nnn_J.002_028_PE_ST_M3_03_00.rvt,Verifica Corretta,84.359 MB,1
