Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
410,INC_TelST_TS.AC_HE:HEB500,J.002,IfcBeam,,Corretta,1
443,INC_TelST_TS.AC_IPE:IPE450,J.002,IfcBeam,,Corretta,1
216,INC_TelST_TS.AC_IPE:IPE240,J.002,IfcBeam,,Corretta,1
28,INC_TelST_TS.AC_HE:HEB550,J.002,IfcBeam,,Corretta,1
56,INC_TelST_TS.AC_HE:HEB700,J.002,IfcBeam,,Corretta,1
456,INC_TelST_TS.AC_IPE:IPE300,J.002,IfcBeam,,Corretta,1
31,INC_TelST_TS.AC_DoppiaL:2L200x200x20,J.002,IfcBeam,,Corretta,1
53,INC_TelST_TS.AC_HE:HEA260,J.002,IfcBeam,,Corretta,1
284,INC_TelST_TS.AC_DoppiaL:2L150x150x15,J.002,IfcBeam,,Corretta,1
84,INC_TelST_TS.AC_DoppiaL:2L130x130x13,J.002,IfcBeam,,Corretta,1
29,INC_TelST_TS.AC_HE:HEB450,J.002,IfcBeam,,Corretta,1
175,INC_TelST_TS.AC_HE:HEB300,J.002,IfcBeam,,Corretta,1
7,INC_TelST_TS.AC_RettangolareQuadrataCava:SHS300x10,J.002,IfcBeam,,Corretta,1
23,INC_TelST_TS.AC_HE:HEB650,J.002,IfcBeam,,Corretta,1
142,INC_TelST_TS.AC_HE:HEA300,J.002,IfcBeam,,Corretta,1
435,INC_TelST_TS.AC_HE:HEA240,J.002,IfcBeam,,Corretta,1
364,INC_TelST_TS.AC_HE:HEA200,J.002,IfcBeam,,Corretta,1
9,INC_TelST_TS.AC_HE:HEA500,J.002,IfcBeam,,Corretta,1
124,INC_TelST_TS.AC_IPE:IPE550,J.002,IfcBeam,,Corretta,1
16,INC_TelST_TS.AC_HE:HEB600,J.002,IfcBeam,,Corretta,1
2,INC_TelST_TS.AC_IPE:IPE500,J.002,IfcBeam,,Corretta,1
47,INC_TelST_TS.AC_WS:WS300x200x20x10,J.002,IfcBeam,,Corretta,1
12,INC_TelST_TS.AC_HE:HEB200,J.002,IfcBeam,,Corretta,1
16,INC_TelST_TS.AC_HE:HEA160,J.002,IfcBeam,,Corretta,1
32,INC_TelST_TS.AC_ProfilatoL:L60x60x6,J.002,IfcBeam,,Corretta,1
347,INC_TelST_TS.AC_CircolareCava:CHS193.7x8,J.002,IfcBeam,,Corretta,1
140,INC_TelST_TS.AC_ProfilatoL:L100x100x10,J.002,IfcBeam,,Corretta,1
6,INC_TelST_TS.AC_HE:HEB400,J.002,IfcBeam,,Corretta,1
19,INC_TelST_TS.AC_HE:HEB160,J.002,IfcBeam,,Corretta,1
8,INC_TelST_TS.AC_RettangolareQuadrataCava:SHS150x4,J.002,IfcBeam,,Corretta,1
32,INC_TelST_TS.AC_ProfilatoL:L80x80x8,J.002,IfcBeam,,Corretta,1
114,INC_TelST_TS.AC_RettangolareQuadrataCava:RHS200x120x4,J.002,IfcBeam,,Corretta,1
61,INC_TelST_TS.AC_HE:HEA180,J.002,IfcBeam,,Corretta,1
165,INC_TelST_TS.AC_IPE:IPE200,J.002,IfcBeam,,Corretta,1
40,INC_PilST_PS.AC_CircolareCavo:CHS508x20,J.002,IfcColumn,,Corretta,1
10,INC_PilST_PS.AC_CircolareCavo:CHS711x25,J.002,IfcColumn,,Corretta,1
26,INC_PilST_PS.AC_CircolareCavo:CHS508x25,J.002,IfcColumn,,Corretta,1
5,INC_PilST_PS.AC_CircolareCavo:CHS610x25,J.002,IfcColumn,,Corretta,1
5,INC_PilST_PS.AC_CircolareCavo:CHS610x20,J.002,IfcColumn,,Corretta,1
60,INC_PilST_PS.AC_HE:HEB200,J.002,IfcColumn,,Corretta,1
30,INC_PilST_PS.AC_HE:HEB300,J.002,IfcColumn,,Corretta,1
6,INC_PilST_PS.AC_CircolareCavo:CHS273x16,J.002,IfcColumn,,Corretta,1
5,INC_PilST_PS.AC_RettangolareQuadratoCavo:SHS150x4,J.002,IfcColumn,,Corretta,1
12,INC_PilST_PS.AC_RettangolareQuadratoCavo:SHS100x4,J.002,IfcColumn,,Corretta,1
16,INC_PilST_PS.AC_CircolareCavo:CHS193.7x8,J.002,IfcColumn,,Corretta,1
16,INC_PilST_PS.AC_CircolareCavo:CHS244.5x16,J.002,IfcColumn,,Corretta,1
69,INC_PilST_PS.AC_RettangolareQuadratoCavo:RHS200x120x4,J.002,IfcColumn,,Corretta,1
203,Montante scala:ST_MNT_Acc_UPN200,J.002,IfcMember,,Corretta,1
62,Montante scala:ST_MNT_Acc_UPN240,J.002,IfcMember,,Corretta,1
67,INC_ColST_CO.AC_PiastraBaseCircolare:PB-D970,J.002,IfcMember,,Corretta,1
10,INC_ColST_CO.AC_PiastraBaseCircolare:PB-D1130,J.002,IfcMember,,Corretta,1
8,INC_ColST_CO.AC_PiastraBaseCircolare:PB-D1240,J.002,IfcMember,,Corretta,1
26,Pianerottolo non monolitico:ST_PIA_RET_Gme_Grigliato,J.002,IfcSlab,,Corretta,1
