Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:699381,,699381,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705223,,705223,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705235,,705235,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705247,,705247,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705259,,705259,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705273,,705273,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705287,,705287,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705299,,705299,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705311,,705311,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705335,,705335,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705363,,705363,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705375,,705375,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705411,,705411,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705425,,705425,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705437,,705437,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705449,,705449,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705461,,705461,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705518,,705518,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705532,,705532,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705544,,705544,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705556,,705556,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705568,,705568,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705580,,705580,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705592,,705592,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705606,,705606,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705618,,705618,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705650,,705650,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705662,,705662,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705676,,705676,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705688,,705688,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705700,,705700,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705712,,705712,"3.000 / 9,06",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705724,,705724,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705736,,705736,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705762,,705762,"3.000 / 9,00",Corretta,1
1,ST_FON_PLT_Testata4Pali:ST_FON_PLT_Car_Testata4Pali_3000x3000x1000Ø600L10000:705800,,705800,"3.000 / 9,00",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711556,,711556,"6.200 / 6,20",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711814,,711814,"6.200 / 6,20",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711891,,711891,"6.700 / 6,70",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711903,,711903,"9.500 / 9,50",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711914,,711914,"9.500 / 9,50",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711925,,711925,"9.500 / 9,50",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711936,,711936,"9.500 / 9,50",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711947,,711947,"9.500 / 9,50",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711958,,711958,"11.000 / 11,00",Corretta,1
1,ST_TRA_RET_Mgr:ST_TRA_RET_Mgr_50x50:711969,,711969,"11.000 / 11,00",Corretta,1
