Categoria,Nome Elemento,ID Elemento,Stato
Griglie,01,4308403,1
Griglie,02,4308404,1
Griglie,03,4308405,1
Griglie,04,4308406,1
Griglie,05,4308407,1
Griglie,06,4308408,1
Griglie,07,4308409,1
Griglie,08,4308410,1
Griglie,09,4308411,1
Griglie,10,4308412,1
Griglie,11,4308413,1
Griglie,12,4308414,1
Griglie,13,4308415,1
Griglie,14,4308416,1
Griglie,15,4308417,1
Griglie,16,4308418,1
Griglie,17,4308419,1
Griglie,18,4308420,1
Griglie,19,4308421,1
Griglie,20,4308422,1
Griglie,21,4308423,1
Griglie,22,4308424,1
Griglie,23,4308425,1
Griglie,24,4308426,1
Griglie,25,4308427,1
Griglie,28,4308428,1
Griglie,A,4308429,1
Griglie,B,4308430,1
Griglie,C,4308431,1
Griglie,D,4308432,1
Griglie,E,4308433,1
Griglie,G,4308434,1
Griglie,H,4308435,1
Griglie,J,4308436,1
Griglie,K,4308437,1
Griglie,L,4308438,1
Griglie,M,4308439,1
Griglie,I,4308440,1
Griglie,F,4308441,1
Griglie,26,4308442,1
Griglie,27,4308443,1
Griglie,A',4308444,1
Griglie,B',4308445,1
Griglie,15'',4308446,1
Griglie,15',4308447,1
Griglie,21',4308448,1
Griglie,E',4308449,1
Griglie,12',4308450,1
Griglie,13',4308451,1
Griglie,D',4308452,1
Griglie,A'',4308453,1
Livelli,AR_LIV_PE_P00_+0.00m,1566786,1
Livelli,AR_LIV_PE_P01_+5.20m,1566787,1
Livelli,AR_LIV_PE_P02_+10.40m,1566788,1
Livelli,AR_LIV_PE_PC2_+15.73m,1566789,1
Livelli,AR_LIV_PE_PC1_+12.83m,1566790,1
Livelli,AR_LIV_PE_PC3_+20.17m,1566791,1
