Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_IM_M3_02_00.rvt,Peso Eccessivo,377.273 MB,0
9nnn_J.002_028_PE_IM_M3_02_00_ANTINCENDIO.ifc,Verifica Corretta,154.901 MB,1
9nnn_J.002_028_PE_IM_M3_02_00_IDRICO.ifc,Peso Eccessivo,269.248 MB,0
9nnn_J.002_028_PE_IM_M3_02_00_SCARICHI.ifc,Verifica Corretta,57.291 MB,1
