Quantità,Nome della Famiglia e del Tipo,Valore Parametri,IFC Element,ID,Verifica,Stato
4,INC_TelST_TS.CA_Rettangolare:30x35,J.002,IfcBeam,,Corretta,1
2,INC_TelST_TS.CA_MensolaInclinata:CA-700x(520/350),J.002,IfcBeam,,Corretta,1
550,,J.002,IfcPile,,Corretta,1
228,,J.002,IfcFooting,,Corretta,1
9,Pavimento:ST_PAV_GET_250mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
3,Pavimento:ST_PAV_GET_300mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
14,Pavimento:ST_PAV_MST_130mm_MistoGrecato,J.002,IfcSlab,,Corretta,1
4,Pavimento:ST_PAV_GET_200mm_CalcestruzzoArmato,J.002,IfcSlab,,Corretta,1
1,Pavimento:ST_PAV_GET_100mm_Magrone,J.002,IfcSlab,,Corretta,1
72,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_400mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
6,Muro di base:ST_MUR_POR_200mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
2,Muro di base:ST_MUR_POR_250mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_500mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
1,Muro di base:ST_MUR_POR_700mm_CalcestruzzoArmato,J.002,IfcWall,,Corretta,1
37,,J.002,IfcOpeningElement,,Corretta,1
1,,,IfcDoor,729665,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,751155,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,751372,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,751408,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752012,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752281,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752317,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752665,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752666,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752720,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,752909,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753086,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753106,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753447,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753448,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753544,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753545,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753546,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753547,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753562,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753563,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753564,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753565,Da compilare IDE_GEN_I_Wbs0,0
1,,,IfcDoor,753948,Da compilare IDE_GEN_I_Wbs0,0
