Nome Livello,ID Livello,Numero Elementi Hostati,Stato
ST_LIV_PE_P00_-0.48m,666044,1419,1
AR_LIV_PE_P00_+0.00m,666323,192,1
ST_LIV_PE_P01_+5.08m,666660,721,1
AR_LIV_PE_P01_+5.20m,666662,2,1
ST_LIV_PE_P02_+10.28m,666664,652,1
AR_LIV_PE_P02_+10.40m,666666,2,1
ST_LIV_PE_PC2_+15.48m,666668,307,1
AR_LIV_PE_PC2_+15.73m,666670,1,0
AR_LIV_PE_PC1_+12.83m,679086,2,1
ST_LIV_PE_PC1_+12.50m,686512,28,1
ST_LIV_PE_PC2_+16.25m,700120,1,0
ST_LIV_PE_PC3_+19.85m,700122,1,0
