Nome Materiale,ID Elemento,Verifica,Stato
Sorgente d'illuminazione di default,218410,Codice non trovato nel database,0
Glass,251257,Codice non trovato nel database,0
Earth,545377,Codice non trovato nel database,0
Acciaio,808082,Codice non trovato nel database,0
Blocchi calcestruzzo forati,808083,Codice non trovato nel database,0
Blocchi calcestruzzo pieni,808084,Codice non trovato nel database,0
Blocchi laterizio,808085,Codice non trovato nel database,0
Calcestruzzo armato,808086,Codice non trovato nel database,0
Griglia metallica,808087,Codice non trovato nel database,0
Lamiera bugnata,808088,Codice non trovato nel database,0
Lamiera mandorlata,808089,Codice non trovato nel database,0
Legno lamellare,808090,Codice non trovato nel database,0
Magrone,808091,Codice non trovato nel database,0
Malta espansiva,808092,Codice non trovato nel database,0
Solaio misto grecato collaborante,808093,Codice non trovato nel database,0
Dynamo,821650,Codice non trovato nel database,0
DynamoError,821651,Codice non trovato nel database,0
