Nome Sistema MEP,Nome Materiale,Verifica,Stato
BusBarEnergy_E_LV,<Per categoria>,Numero campi errato,0
BusBarEnergy_E_EM,<Per categoria>,Numero campi errato,0
BusBarEnergy_E_UI,<Per categoria>,Numero campi errato,0
Smoke Aspiration,<Per categoria>,Numero campi errato,0
Hydronic Supply,<Per categoria>,Numero campi errato,0
SGS_LP_LightningProtection,<Per categoria>,Numero campi errato,0
SGS_GS_GroundingSystem,<Per categoria>,Numero campi errato,0
