Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Pilastri strutturali,CHS508x20,710244,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710258,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+16.25m,0.0,0.0,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710276,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710286,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS711x25,710296,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+16.25m,0.0,0.0,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710306,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+16.25m,0.0,0.0,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710336,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710346,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710356,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+16.25m,0.0,0.0,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710366,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+16.25m,0.0,0.0,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x25,710390,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710400,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x25,710410,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_PC2_+15.48m,0.0,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,CHS508x20,710480,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.0,-0.13,Correttamente vincolato tra livelli.,1
