Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Porte,AR_POR_BAT_Acc_1A_EI60,727906,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,727995,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,728033,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,728057,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728169,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728283,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728339,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728369,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728607,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728637,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728693,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728734,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,728752,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728801,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,728929,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,729047,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,729116,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_SCO_Leg_1A_Normale,729349,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_SCO_Leg_1A_Normale,729460,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI30,729511,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,734167,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,734234,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,734316,AR_LIV_PE_P00_+0.00m,-,-,0.29999999999999999,Oggetto conforme.,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,734481,AR_LIV_PE_P00_+0.00m,-,-,0.29999999999999999,Oggetto conforme.,1
Porte,AR_ POR_BAT_Vet_2A_Simmetrica,734528,AR_LIV_PE_P00_+0.00m,-,-,0.29999999999999999,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,734574,AR_LIV_PE_P00_+0.00m,-,-,0.29999999999999999,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734719,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734751,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734767,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734811,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734877,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734903,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,734941,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,736089,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI30,737325,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,737719,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,737743,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,737785,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,737817,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,750741,AR_LIV_PE_P00_+0.00m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,755577,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,755613,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,755895,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,755955,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_ POR_SCO_All_4A_Simmetrica con due ante fisse,770248,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,1051091,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,1054157,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Arredi fissi,AR_ARR_ARR_ImbotteGate,1104120,ST_LIV_PE_P01_+5.08m,-,-,0.0,Oggetto conforme.,1
Arredi fissi,AR_ARR_ARR_ImbotteGate,1116763,ST_LIV_PE_P01_+5.08m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,1156760,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,1162017,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_2A_ManiglioneAntipanico,1186112,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,1186299,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_EI60,1186367,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Acc_1A_ManiglioneAntipanico,1251814,AR_LIV_PE_P02_+10.40m,-,-,0.0,Oggetto conforme.,1
Porte,AR_POR_BAT_Leg_1A,1288999,AR_LIV_PE_P01_+5.20m,-,-,0.0,Oggetto conforme.,1
