Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,0V44aRxBj2GeswiPFvOnxi,0V44aRxBj2GeswiPFvOnxi,763931,763931,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN1D,1uUkW_bdjA4QzUAc7jiN1D,870460,870460,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN0r,1uUkW_bdjA4QzUAc7jiN0r,870468,870468,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN0z,1uUkW_bdjA4QzUAc7jiN0z,870476,870476,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN0H,1uUkW_bdjA4QzUAc7jiN0H,870496,870496,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,1uUkW_bdjA4QzUAc7jiN0P,1uUkW_bdjA4QzUAc7jiN0P,870504,870504,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN0A,1uUkW_bdjA4QzUAc7jiN0A,870523,870523,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN3o,1uUkW_bdjA4QzUAc7jiN3o,870531,870531,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN2o,1uUkW_bdjA4QzUAc7jiN2o,870595,870595,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN2_,1uUkW_bdjA4QzUAc7jiN2_,870607,870607,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN2i,1uUkW_bdjA4QzUAc7jiN2i,870621,870621,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN2K,1uUkW_bdjA4QzUAc7jiN2K,870629,870629,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN2V,1uUkW_bdjA4QzUAc7jiN2V,870638,870638,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN5A,1uUkW_bdjA4QzUAc7jiN5A,870715,870715,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN4o,1uUkW_bdjA4QzUAc7jiN4o,870723,870723,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN7d,1uUkW_bdjA4QzUAc7jiN7d,870806,870806,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiN7J,1uUkW_bdjA4QzUAc7jiN7J,870818,870818,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMWJ,1uUkW_bdjA4QzUAc7jiMWJ,872546,872546,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMWR,1uUkW_bdjA4QzUAc7jiMWR,872554,872554,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMW3,1uUkW_bdjA4QzUAc7jiMW3,872562,872562,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMWB,1uUkW_bdjA4QzUAc7jiMWB,872570,872570,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMZ$,1uUkW_bdjA4QzUAc7jiMZ$,872590,872590,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMi8,1uUkW_bdjA4QzUAc7jiMi8,873337,873337,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMqo,1uUkW_bdjA4QzUAc7jiMqo,873795,873795,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1uUkW_bdjA4QzUAc7jiMqw,1uUkW_bdjA4QzUAc7jiMqw,873803,873803,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,3_sJYb3hj4ZQfTfW$dIjlC,3_sJYb3hj4ZQfTfW$dIjlC,881567,881567,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,3_sJYb3hj4ZQfTfW$dIj5A,3_sJYb3hj4ZQfTfW$dIj5A,882969,882969,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,3_sJYb3hj4ZQfTfW$dIj5n,3_sJYb3hj4ZQfTfW$dIj5n,882978,882978,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,3_sJYb3hj4ZQfTfW$dIj5W,3_sJYb3hj4ZQfTfW$dIj5W,882995,882995,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,3_sJYb3hj4ZQfTfW$dIj92,3_sJYb3hj4ZQfTfW$dIj92,883217,883217,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,3_sJYb3hj4ZQfTfW$dIj9m,3_sJYb3hj4ZQfTfW$dIj9m,883235,883235,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,1V5wgxnUz5kPfrDmV9Epjt,1V5wgxnUz5kPfrDmV9Epjt,1194631,1194631,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,1V5wgxnUz5kPfrDmV9EpjO,1V5wgxnUz5kPfrDmV9EpjO,1194664,1194664,Corretto,1
