Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,311,11155,1
AR_LIV_PE_P01_+5.20m,638329,12137,1
AR_LIV_PE_P02_+10.40m,638415,2217,1
ST_LIV_PE_P01_+5.08m,661130,1051,1
ST_LIV_PE_P00_-0.48m,661520,216,1
ST_LIV_PE_P02_+10.28m,661624,350,1
AR_LIV_PE_PC2_+15.73m,661743,20,1
ST_LIV_PE_PC2_+15.48m,661744,611,1
AR_LIV_PE_PC1_+12.83m,670266,30,1
ST_LIV_PE_PC1_+12.50m,675252,22,1
ST_LIV_PE_PC3_+20.32m,763524,33,1
