Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_AR_M3_02_00.ifc,Verifica Corretta,67.387 MB,1
9nnn_J.002_028_PE_AR_M3_02_00.rvt,Verifica Corretta,167.480 MB,1
