Nome Elemento,ID Elemento,Verifica,Stato
Muro di base: AR_MUR_RIV_20_Generico,841275,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,841383,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,841558,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,841863,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,841994,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,842072,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,842188,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,842454,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,852323,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,852513,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,852628,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,852712,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,852804,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,853244,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870460,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870468,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870476,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870496,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870504,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870512,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870523,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_150_Uffici,870531,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870595,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870607,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870621,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870629,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870638,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870715,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870723,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870806,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,870818,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872546,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872554,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872562,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872570,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872578,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,872590,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,873213,Room Bounding Disattivato,0
Controsoffitto composto: AR_CON_CSO_50_WC,873337,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,873534,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,873672,Room Bounding Disattivato,0
Controsoffitto composto: AR_CON_CSO_50_WC,873795,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,873803,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_150_Aree comuni,875777,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,877085,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_150_Aree comuni,877399,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,877938,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,878014,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,878077,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,878143,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,878339,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,878407,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_50_Generico,879270,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_50_Generico,879368,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,880913,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881425,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881433,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881441,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881449,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881457,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_150_Aree comuni,881567,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_Locali Tecnici,881648,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882619,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882627,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882635,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882960,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882969,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882978,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,882995,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,883217,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_50_WC,883235,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_50_Generico,891051,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,903422,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,922422,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,922539,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_150_Aree comuni,923349,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,928895,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,929008,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,929066,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_200_Generico,994420,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1008813,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1008953,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1009866,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1010033,Room Bounding Attivato,1
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1010226,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_200_Generico,1014565,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1014968,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1015190,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1015431,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1015461,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1015823,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1015895,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1016058,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1016502,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1016626,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1016665,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1016670,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1016680,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017020,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017137,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017175,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017222,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017285,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017293,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017297,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017301,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017400,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017461,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017465,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017469,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017473,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017491,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017495,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017500,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017505,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017510,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017553,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017571,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017576,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017580,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017665,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017696,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017761,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017778,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017783,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017787,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017791,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017795,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017799,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017803,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017807,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017973,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017977,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1017981,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018040,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018249,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018364,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018368,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018372,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018380,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018384,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018388,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018392,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018405,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018513,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018634,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018731,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018870,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1018984,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019042,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019047,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019051,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019083,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019215,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019269,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019273,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019321,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019637,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019666,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019707,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019737,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019774,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019859,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1019963,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_200_Generico,1020180,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_200_Generico,1020458,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1021380,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1021384,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1021388,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1021392,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_200_Generico,1024102,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1029480,Room Bounding Attivato,1
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1029532,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_200_Generico,1047965,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1048035,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1048066,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1048893,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1049258,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1049320,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1049353,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1050359,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1050525,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1050577,Room Bounding Attivato,1
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1050776,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,1053191,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054740,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054840,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054951,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054956,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054960,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_230_Generico,1054965,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1054969,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1055523,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1055528,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1055533,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,1055537,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,1055738,Room Bounding Attivato,1
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1058289,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1059714,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1059948,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_150_Generico,1061185,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1061378,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1061699,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1061766,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1061777,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1061781,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1061790,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1061973,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062117,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062138,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062196,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062358,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_150_Generico,1062469,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1062585,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062660,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062798,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1062922,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1063011,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1063080,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_150_Generico,1063179,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1063313,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1063418,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1063449,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1063487,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_150_Generico,1064742,Room Bounding Attivato,1
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1064798,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1065641,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1065817,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1066359,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1066490,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1066581,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1066642,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_300_Generico,1066972,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1067210,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067319,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067420,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067443,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067474,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067582,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067634,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067667,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067737,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1067853,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_150_Generico,1068183,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_220_Generico,1068314,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1068665,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1068796,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1068877,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1068930,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1069014,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1069136,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1069292,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01_FL-001,1081458,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1082085,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1082364,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1082706,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.01a_FL-001,1082877,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1083782,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1083963,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1084080,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1084299,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1084427,Room Bounding Disattivato,0
Pavimento: AR_PAV_MAI_480_MS.02_Spq,1084660,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,1094689,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1096808,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1096809,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1096915,Room Bounding Attivato,1
Controsoffitto composto: AR_CON_CSO_100_Applicato reticolare,1098709,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1115321,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_150_Generico,1115583,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1156669,Room Bounding Attivato,1
Pavimento: AR_PAV_GET_120_MS.03_Lin,1162805,Room Bounding Disattivato,0
Pavimento: AR_PAV_GET_120_MS.03_Lin,1164013,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_500_Generico,1164658,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1164743,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1164938,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1165206,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1165359,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1165410,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,1165513,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1165635,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1165640,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,1165895,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,1166207,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,1166327,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1168630,Room Bounding Attivato,1
Pavimento: AR_PAV_GET_120_MS.03_FL-001,1169698,Room Bounding Disattivato,0
Pavimento: AR_PAV_GET_120_MS.03_FL-001,1171171,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1171908,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1172065,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1172135,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1172208,Room Bounding Disattivato,0
Muro di base: AR_MUR_TAM_220_Generico,1172302,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,1172561,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1172917,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173070,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173374,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173541,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173631,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173722,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173813,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173885,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1173951,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174020,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174125,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174213,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174288,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174348,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174448,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174555,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174607,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174696,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174816,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1174908,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1175000,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1175069,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1175187,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,1175421,Room Bounding Disattivato,0
Pavimento: AR_PAV_GET_120_MS.03a_FL-001,1176917,Room Bounding Disattivato,0
Pavimento: AR_PAV_GET_120_MS.03_Lin,1177547,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_200_Generico,1177813,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1177948,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1177998,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1178065,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,1178378,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179622,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179627,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179632,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179637,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179749,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179753,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,1179757,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Boiserie piazza,1179873,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Boiserie piazza,1180455,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Boiserie piazza,1180501,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Boiserie piazza,1180795,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Boiserie piazza,1180800,Room Bounding Disattivato,0
