Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
Flessibile - Circolare,IfcDuctSegment,Non trovato,2MJ86r7Sv0$OQNcgOnKsa8,Non trovato,1981602,Non presente in IFC,0
Flessibile - Circolare,IfcDuctSegment,Non trovato,0eJkCreI12RA6$O5cquU2E,Non trovato,2103413,Non presente in IFC,0
[FCL_FCLV2_FCLVL]_[84-104-124]_4Pipes_+_FCLMC20 - FCL_104_Max Speed,IfcBuildingElementProxy,1epmmKtjT8lRCnRlRMXbLh,1epmmKtjT8lRCnRlRMXbLh,2294922,2294922,Corretto,1
[FCL_FCLV2_FCLVL]_[84-104-124]_4Pipes_+_FCLMC20 - FCL_104_Max Speed,IfcBuildingElementProxy,1epmmKtjT8lRCnRlRMXaOA,1epmmKtjT8lRCnRlRMXaOA,2299883,2299883,Corretto,1
[FCL_FCLV2_FCLVL]_[84-104-124]_4Pipes_+_FCLMC20 - FCL_104_Max Speed,IfcBuildingElementProxy,1epmmKtjT8lRCnRlRMXaOI,1epmmKtjT8lRCnRlRMXaOI,2299891,2299891,Corretto,1
[FCL_FCLV2_FCLVL]_[84-104-124]_4Pipes_+_FCLMC20 - FCL_104_Max Speed,IfcBuildingElementProxy,1epmmKtjT8lRCnRlRMXaOQ,1epmmKtjT8lRCnRlRMXaOQ,2299899,2299899,Corretto,1
[FCL_FCLV2_FCLVL]_[34-38-44-64]_4Pipes_+_FCLMC10 - FCL_44_Med Speed,IfcBuildingElementProxy,1epmmKtjT8lRCnRlRMXagY,1epmmKtjT8lRCnRlRMXagY,2300739,2300739,Corretto,1
[FCL_FCLV2_FCLVL]_[84-104-124]_4Pipes_+_FCLMC20 - FCL_104_Max Speed,IfcBuildingElementProxy,3sAg0HVn5338seLbCbj$qT,3sAg0HVn5338seLbCbj$qT,2305805,2305805,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1P_eCiNHb2iOxqYeBbzIE5,1P_eCiNHb2iOxqYeBbzIE5,2311099,2311099,Corretto,1
IM_DIS_ACC_VAV - OPTIMA-SI-FC-800x400-(),IfcBuildingElementProxy,1P_eCiNHb2iOxqYeBbzJ6j,1P_eCiNHb2iOxqYeBbzJ6j,2314643,2314643,Corretto,1
IM_DIS_ACC_Silenziatore Rettangolare - 800x400,IfcBuildingElementProxy,1P_eCiNHb2iOxqYeBbzJ6I,1P_eCiNHb2iOxqYeBbzJ6I,2314668,2314668,Corretto,1
IM_DIS_AME_Batteria di post riscaldamento - 800x400,IfcBuildingElementProxy,1P_eCiNHb2iOxqYeBbzJ9c,1P_eCiNHb2iOxqYeBbzJ9c,2314840,2314840,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,3jI1YuDF5EuPfDYiYpOpll,3jI1YuDF5EuPfDYiYpOpll,2315370,2315370,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Pekf,1VhegvBh54K9tsvBX5Pekf,2317436,2317436,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Pejq,1VhegvBh54K9tsvBX5Pejq,2317473,2317473,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Pehb,1VhegvBh54K9tsvBX5Pehb,2317616,2317616,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Peg0,1VhegvBh54K9tsvBX5Peg0,2317653,2317653,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Pee2,1VhegvBh54K9tsvBX5Pee2,2317783,2317783,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5Peef,1VhegvBh54K9tsvBX5Peef,2317820,2317820,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5PeaE,1VhegvBh54K9tsvBX5PeaE,2318043,2318043,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5PeZL,1VhegvBh54K9tsvBX5PeZL,2318080,2318080,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5PhKq,1VhegvBh54K9tsvBX5PhKq,2319073,2319073,Corretto,1
Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit - Plumbing_Valves_IVAR_Fan-Coil-Unit-Kit,IfcBuildingElementProxy,1VhegvBh54K9tsvBX5PhJJ,1VhegvBh54K9tsvBX5PhJJ,2319110,2319110,Corretto,1
