ID,Raggruppamento,Descrizione,Formato,Percentuale
10,Collegamenti Modello Nativo,Eventuali dettagli costruttivi inseriti come file collegati (es. dwg pdf ecc.) sono coerentemente posizionati rispetto alle geometrie del modello,Nativo,-
