Quantità,Modello,Type Name,ID,Livello,IFC Element,Verifica,Stato
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712481,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712606,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712615,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712699,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712766,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712767,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712768,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,9nnn_J.002_028_PE_ST_M3_03_00,712769,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712770,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712889,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712890,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712891,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712893,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712905,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712906,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712907,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE240,9nnn_J.002_028_PE_ST_M3_03_00,712908,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE240,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712909,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712924,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712925,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,9nnn_J.002_028_PE_ST_M3_03_00,712935,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712936,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712938,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,9nnn_J.002_028_PE_ST_M3_03_00,712951,ST_TRA_IPE_Acc:ST_TRA_IPE_Acc_IPE450,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712952,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712953,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,712966,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713070,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713080,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713112,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713155,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713187,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713196,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713205,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713212,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713221,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713232,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713243,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713539,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713541,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713542,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713543,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713544,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713545,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713558,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713559,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713560,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713561,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713562,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713673,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713674,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713862,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713863,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713864,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713865,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713866,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713867,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713868,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713980,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713981,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713991,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,713992,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,714006,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,714087,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
1,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,9nnn_J.002_028_PE_ST_M3_03_00,714217,ST_TRA_HEE_Acc:ST_TRA_HEE_Acc_HEB500,,Corretta,1
