Qty.,Model,Type Name,Tag,BuildingStory,Type,Stato
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1449302,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1449304,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1449702,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1449797,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1455106,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1456257,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1456259,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1456602,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1456612,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1456614,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1473350,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1473352,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1477513,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1481382,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1481544,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1482216,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484652,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484654,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484666,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484668,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484981,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1484983,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1492382,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1492384,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1492584,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1493275,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1493277,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1493287,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1493289,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1493630,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1494651,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1494653,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1495207,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495504,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495506,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495616,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495618,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495628,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1495630,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1496152,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1496154,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1496258,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva:Curva,1496270,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1496778,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1496780,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_TEE_Pvc_T standard:T standard,1499136,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1499616,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1499618,-,-,1
1,9nnn_J.002_028_PE_IM_M3_02_00,IM_PAF_RIG_Pvc_Curva 45 per gomito:Standard,1499628,-,-,1
