Categoria,Nome Famiglia,Nome Tipo,ID Elemento,IFC Class,Stato
OST_CableTrayFitting,SGS_TF_Perforated_Bend_Vertical Outside,Standard,933470,IfcCableCarrierFitting,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4363815,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4363904,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,Trasformatore,2500 kVA,4367271,IfcTransformer,1
OST_ElectricalEquipment,Trasformatore,2500 kVA,4367338,IfcTransformer,1
OST_ElectricalEquipment,Trasformatore,2500 kVA,4367346,IfcTransformer,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4369385,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4369409,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4369433,IfcCableFitting,1
OST_ElectricalEquipment,E_TD_Rack Dati,RACK 42U - 800x800,4371909,IfcCommunicationsAppliance,1
OST_ElectricalEquipment,E_TD_Rack Dati,RACK 42U - 800x800,4372013,IfcCommunicationsAppliance,1
OST_ElectricalEquipment,E_DP_UPS,UPS 250+50,4372132,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4374153,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4374317,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_UPS,UPS 2kVA,4375082,IfcElectricFlowStorageDevice,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4388742,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4388810,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4388820,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4388863,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4388871,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4388991,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4388998,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4389010,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4389016,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4389086,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4389095,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4392578,IfcCableCarrierFitting,1
OST_CableTrayFitting,Channel Horizontal Tee,"12"" Radius",4392607,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4392608,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4392750,IfcCableCarrierFitting,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4392751,IfcCableCarrierFitting,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4392876,IfcCableCarrierFitting,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4392877,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399417,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399427,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399457,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399465,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399471,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399472,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399478,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399479,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399489,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4399506,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Tee,"12"" Radius",4399512,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399533,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399539,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399545,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399546,IfcCableCarrierSegment,1
OST_CableTrayFitting,Channel Horizontal Bend,Standard,4399552,IfcCableCarrierFitting,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399553,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399625,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399639,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399647,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4399663,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4400802,IfcCableCarrierSegment,1
OST_ElectricalFixtures,EL_EE_EF_PowerFactorCorrection,EL_EE_RIF-F 20KVAR,4401091,IfcElectricFlowStorageDevice,1
OST_ElectricalFixtures,EL_EE_EF_PowerFactorCorrection,EL_EE_RIF-F 20KVAR,4404277,IfcElectricFlowStorageDevice,1
OST_ElectricalFixtures,EL_EE_EF_PowerFactorCorrection,EL_EE_RIF-F 20KVAR,4404285,IfcElectricFlowStorageDevice,1
OST_ElectricalFixtures,EL_EE_EF_PowerFactorCorrection,EL_EE_RIF-A 50KVAR,4404640,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,Gruppo Elettrogeno,Gruppo Elettrogeno  1800kVA,4404728,IfcElectricGenerator,1
OST_ElectricalEquipment,Gruppo Elettrogeno,Gruppo Elettrogeno  560kVA,4404758,IfcElectricGenerator,1
OST_ElectricalEquipment,Gruppo Elettrogeno,Gruppo Elettrogeno  1800kVA,4404786,IfcElectricGenerator,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4404916,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4404963,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4404990,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4405092,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,Gruppo Elettrogeno,Gruppo Elettrogeno  560kVA,4405205,IfcElectricGenerator,1
OST_ElectricalEquipment,E_DP_UPS,UPS 700kVA,4405569,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_UPS,UPS 700kVA,4405621,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405629,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405814,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405827,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405829,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405844,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405846,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405848,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Batterie,UPS,4405849,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,SGS_Data_Center,SGS_Data_Center,4418374,IfcCommunicationsAppliance,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4423536,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4423570,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4424416,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4424440,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4424476,IfcElectricDistributionBoard,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4428392,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4428416,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4428508,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431420,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431428,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431570,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431576,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431684,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431690,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431924,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431949,IfcCableFitting,1
OST_DuctFitting,M_Gomito rettangolare - Ad angolo,Standard,4431973,IfcCableFitting,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4434527,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,Solid Bottom Cable Tray,4434652,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4450120,IfcCableCarrierSegment,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4458972,IfcCableCarrierSegment,1
OST_ElectricalFixtures,EL_EE_EF_PowerFactorCorrection,EL_EE_RIF-A 50KVAR,4477065,IfcElectricFlowStorageDevice,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4480937,IfcElectricDistributionBoard,1
OST_ElectricalEquipment,E_DP_Quadro elettrico,Switchboard_base,4484710,IfcElectricDistributionBoard,1
OST_CableTray,Passerella con raccordi,SGS_CTP02_Perforated_SGS_Cov,4485324,IfcCableCarrierSegment,1
