Nome Sistema MEP,Nome Materiale,Verifica,Stato
BusBarEnergy_E_LV,<Per categoria>,Numero campi errato,0
BusBarEnergy_E_EM,<Per categoria>,Numero campi errato,0
BusBarEnergy_E_UI,<Per categoria>,Numero campi errato,0
Smoke Aspiration,<Per categoria>,Numero campi errato,0
