Quantità,Modello,Nome della Famiglia,ID,Livello,Nome del Tipo,Stato
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,960163,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,960201,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,960244,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,960327,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,962508,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,962712,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,962719,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,962726,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,962768,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,965714,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,966164,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
1,9nnn_J.002_028_PE_AR_M3_01_00,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,966201,Controsoffitto composto:AR_CON_CPA_105mm_CI.04,Corretta,1
