Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,IfcBeam,812938,"24,5",Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,IfcBeam,812940,"5,6",Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,IfcBeam,812941,"24,5",Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,IfcBeam,812942,"5,6",Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x50x(75/35),IfcBeam,822178,"8,34",Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x60x(65/30),IfcBeam,822494,"8,82",Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_50x55x(65/30),IfcBeam,1081357,"7,52",Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_32x55x(65/30),IfcBeam,1118745,"6,35",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,694999,"46,03",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695060,"81,38",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695177,"85,56",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695552,"63,94",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695553,"46,49",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695554,"40,95",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695555,"72,14",Corretta,1
1,Muro di base:ST_MUR_POR_400mm_CalcestruzzoArmato,IfcWall,695598,"63,94",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695824,"43,19",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695896,"37,58",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,695976,"40,95",Corretta,1
1,Muro di base:ST_MUR_POR_200mm_CalcestruzzoArmato,IfcWall,696055,"35,22",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696228,"123,43",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696312,"70,53",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696376,"71,04",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696424,"114,44",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696511,"53,07",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696512,"26,83",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696565,"31,3",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,696756,"49,72",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697031,"27,95",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697760,"32,57",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697762,"136,73",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697763,"96,18",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697902,"71,15",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,697948,"32,53",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698114,"59,41",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698115,"99,64",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698116,"99,64",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698117,"55,87",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698208,"3,44",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698209,"80,36",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698210,"76,06",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,698211,"51,66",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,699623,"55,9",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,713874,"110,51",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,713875,"81,7",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,713876,"34,67",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,713976,"23,8",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,714051,"26,77",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,714094,"20,77",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,726360,"19,26",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,726364,"19,25",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,726368,"10,8",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,726372,"8,52",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,726406,"5,7",Corretta,1
1,Muro di base:ST_MUR_POR_250mm_CalcestruzzoArmato,IfcWall,746597,"35,22",Corretta,1
1,Muro di base:ST_MUR_POR_250mm_CalcestruzzoArmato,IfcWall,746637,"35,22",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,746877,"46,49",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,747117,"38,57",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,753937,"26,1",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,753938,"31,86",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,753939,"35,22",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,753940,"22,74",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,756684,"3,18",Corretta,1
1,Muro di base:ST_MUR_POR_500mm_CalcestruzzoArmato,IfcWall,771167,"55,33",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,775483,"1,56",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,776490,"29,93",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,780339,"28,38",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,780340,"25,97",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,780341,"29,31",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmato,IfcWall,780342,"28,38",Corretta,1
1,Muro di base:ST_MUR_POR_300mm_CalcestruzzoArmatoEsterno,IfcWall,800339,"75,38",Corretta,1
