Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_04_00.ifc,Verifica Corretta,6.633 MB,1
9nnn_J.002_028_PE_ST_M3_04_00.rvt,Verifica Corretta,39.418 MB,1
