Quantità,Modello,Type Name,ID,Livello,IFC Element,Verifica,Stato
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,9nnn_J.002_028_PE_ST_M3_04_00,812938,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,,Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,9nnn_J.002_028_PE_ST_M3_04_00,812940,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,,Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,9nnn_J.002_028_PE_ST_M3_04_00,812941,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,,Corretta,1
1,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,9nnn_J.002_028_PE_ST_M3_04_00,812942,ST_TRA_RET_Car:ST_TRA_RET_Car_30x35,,Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x50x(75/35),9nnn_J.002_028_PE_ST_M3_04_00,822178,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x50x(75/35),,Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x60x(65/30),9nnn_J.002_028_PE_ST_M3_04_00,822494,ST_TRA_MEN_Car:ST_TRA_MEN_Car_60x60x(65/30),,Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_50x55x(65/30),9nnn_J.002_028_PE_ST_M3_04_00,1081357,ST_TRA_MEN_Car:ST_TRA_MEN_Car_50x55x(65/30),,Corretta,1
1,ST_TRA_MEN_Car:ST_TRA_MEN_Car_32x55x(65/30),9nnn_J.002_028_PE_ST_M3_04_00,1118745,ST_TRA_MEN_Car:ST_TRA_MEN_Car_32x55x(65/30),,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837888,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837889,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837890,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837891,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837909,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837910,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837911,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837912,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837913,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837914,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837915,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837916,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837917,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837918,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837919,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837920,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837925,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837926,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837927,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837928,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837929,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837930,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837931,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837932,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837941,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837942,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837943,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837944,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837953,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837954,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837955,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837956,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837965,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837966,,,Corretta,1
1,ST_FON_PAL_PaloCalcestruzzo:ST_FON_PAL_Car_Ø600x10000,9nnn_J.002_028_PE_ST_M3_04_00,837967,,,Corretta,1
