Nome Materiale,ID Elemento,Verifica,Stato
Gre_piccolo,1246745,Numero campi errato,0
Met_CI.01,1262447,Numero campi errato,0
Met_CI.01,1262447,Numero campi errato,0
Pet,1262448,Codice non trovato nel database,0
Tes_CI.01,1262449,Numero campi errato,0
Tes_CI.01,1262449,Numero campi errato,0
Tes_CI.01 nero,1262450,Numero campi errato,0
Tes_CI.01 nero,1262450,Numero campi errato,0
Pom,1283502,Codice non trovato nel database,0
Fge_standard,1283833,Numero campi errato,0
Fge_standard,1283833,Numero campi errato,0
Lap,1314449,Codice non trovato nel database,0
Sra,1314450,Codice non trovato nel database,0
Ite_V,1314451,Numero campi errato,0
Ite_V,1314451,Numero campi errato,0
Ite_R_1,1314452,Numero campi errato,0
Ite_R_1,1314452,Numero campi errato,0
Ite_R_2,1314453,Numero campi errato,0
Ite_R_2,1314453,Numero campi errato,0
Mac_PE.21,1314454,Numero campi errato,0
Mac_PE.21,1314454,Numero campi errato,0
Mle_pendenze,1314455,Numero campi errato,0
Mle_pendenze,1314455,Numero campi errato,0
Bva,1314456,Corretto,1
Iso_acustico,1314457,Numero campi errato,0
Iso_acustico,1314457,Numero campi errato,0
Lgr,1314458,Codice non trovato nel database,0
Oal,1314552,Codice non trovato nel database,0
Oal_parete_50mm con iso,1314570,Numero campi errato,0
Oal_parete_50mm con iso,1314570,Codice non trovato nel database,0
Cpp,1331568,Codice non trovato nel database,0
Cal,1331571,Corretto,1
Acz,1351989,Codice non trovato nel database,0
Plm_1,1355749,Numero campi errato,0
Plm_1,1355749,Codice non trovato nel database,0
Plm_2,1355750,Numero campi errato,0
Plm_2,1355750,Codice non trovato nel database,0
Render Material 255-255-0,1375654,Codice non trovato nel database,0
Render Material 101-101-101,1375657,Codice non trovato nel database,0
Render Material 255-0-0,1375662,Codice non trovato nel database,0
Render Material 192-192-192,1375666,Codice non trovato nel database,0
Render Material 128-128-128,1375668,Codice non trovato nel database,0
Render Material 153-153-153,1375671,Codice non trovato nel database,0
Render Material 255-127-0,1375673,Codice non trovato nel database,0
Render Material 38-0-0,1375681,Codice non trovato nel database,0
Render Material 127-223-255,1375692,Codice non trovato nel database,0
Render Material 102-102-102,1375703,Codice non trovato nel database,0
Render Material 0-255-0,1375712,Codice non trovato nel database,0
Render Material 82-145-165,1375714,Codice non trovato nel database,0
Render Material 255-0-255,1375718,Codice non trovato nel database,0
Render Material 0-127-127,1375735,Codice non trovato nel database,0
Render Material 0-255-191,1375739,Codice non trovato nel database,0
Render Material 0-31-127,1375756,Codice non trovato nel database,0
Render Material 0-0-255,1375758,Codice non trovato nel database,0
Render Material 255-191-0,1375765,Codice non trovato nel database,0
Render Material 0-63-255,1375776,Codice non trovato nel database,0
Render Material 204-204-204,1376275,Codice non trovato nel database,0
Render Material 127-0-0,1376279,Codice non trovato nel database,0
Render Material 165-0-165,1376289,Codice non trovato nel database,0
Render Material 57-0-76,1376291,Codice non trovato nel database,0
Render Material 165-82-165,1376293,Codice non trovato nel database,0
Render Material 66-38-76,1376295,Codice non trovato nel database,0
Render Material 165-0-0,1376312,Codice non trovato nel database,0
Render Material 255-0-63,1376327,Codice non trovato nel database,0
CER.3_XXX_XXX_Porcellana_n/a_n/a,1394441,Numero campi errato,0
CER.3_XXX_XXX_Porcellana_n/a_n/a,1394441,Codice non trovato nel database,0
WOD.5_PNL_T14mm_PannelloInLaminatoHpl_Soema_,1394459,Numero campi errato,0
WOD.5_PNL_T14mm_PannelloInLaminatoHpl_Soema_,1394459,Codice non trovato nel database,0
00_LIGHT,1394474,Numero campi errato,0
00_LIGHT,1394474,Codice non trovato nel database,0
MTL.3_XXX_XXX_Alluminio_n/a_n/a,1394480,Numero campi errato,0
MTL.3_XXX_XXX_Alluminio_n/a_n/a,1394480,Codice non trovato nel database,0
Pru_2,1397933,Numero campi errato,0
Pru_2,1397933,Codice non trovato nel database,0
Fge_standard_2,1397939,Numero campi errato,0
Fge_standard_2,1397939,Numero campi errato,0
Pru_1,1397941,Numero campi errato,0
Pru_1,1397941,Codice non trovato nel database,0
Crn_lavabo,1463323,Numero campi errato,0
Crn_lavabo,1463323,Codice non trovato nel database,0
Metallo - Acciaio inossidabile,1463436,Codice non trovato nel database,0
Phenolic Core - Color as Specified,1463495,Codice non trovato nel database,0
Stainless Steel - Type 304 #4 Brushed Finish,1463496,Codice non trovato nel database,0
Spr,1463618,Codice non trovato nel database,0
Met_lavabo,1463620,Numero campi errato,0
Met_lavabo,1463620,Numero campi errato,0
Cer,1463622,Corretto,1
Vte,1464645,Corretto,1
Oal_3,1669613,Numero campi errato,0
Oal_3,1669613,Codice non trovato nel database,0
Mdf_1,1669630,Numero campi errato,0
Mdf_1,1669630,Codice non trovato nel database,0
Oal_6,1669631,Numero campi errato,0
Oal_6,1669631,Codice non trovato nel database,0
Oal_5,1669632,Numero campi errato,0
Oal_5,1669632,Codice non trovato nel database,0
Metal_PonteGiulio_Chrome,1671782,Numero campi errato,0
Metal_PonteGiulio_Chrome,1671782,Codice non trovato nel database,0
Glass_PonteGiulio_Mirror,1671783,Numero campi errato,0
Glass_PonteGiulio_Mirror,1671783,Codice non trovato nel database,0
Spr_disabili,1677205,Numero campi errato,0
Spr_disabili,1677205,Codice non trovato nel database,0
AISI 304 stainless steel_Mediclinics_Bright,1691821,Numero campi errato,0
AISI 304 stainless steel_Mediclinics_Bright,1691821,Codice non trovato nel database,0
AISI 304 stainless steel_Mediclinics_Satin,1691822,Numero campi errato,0
AISI 304 stainless steel_Mediclinics_Satin,1691822,Codice non trovato nel database,0
Steel_Mediclinics_White epoxy,1691827,Numero campi errato,0
Steel_Mediclinics_White epoxy,1691827,Codice non trovato nel database,0
Black,1691828,Codice non trovato nel database,0
Pla,1691837,Corretto,1
ADR_ARE_Seduta,1737244,Numero campi errato,0
ADR_ARE_Seduta,1737244,Codice non trovato nel database,0
ADR_ARE_StrutturaSedia,1737246,Numero campi errato,0
ADR_ARE_StrutturaSedia,1737246,Codice non trovato nel database,0
ADR_ARE_SchienaleELE,1737248,Numero campi errato,0
ADR_ARE_SchienaleELE,1737248,Codice non trovato nel database,0
GEN_Acciaio Satinato,1806734,Numero campi errato,0
GEN_Acciaio Satinato,1806734,Codice non trovato nel database,0
GEN_Vetro Chiaro,1806735,Numero campi errato,0
GEN_Vetro Chiaro,1806735,Codice non trovato nel database,0
GEN_Acciaio Lucido,1806741,Numero campi errato,0
GEN_Acciaio Lucido,1806741,Codice non trovato nel database,0
ADR_Colonnina_Vetro,1856919,Numero campi errato,0
ADR_Colonnina_Vetro,1856919,Codice non trovato nel database,0
ADR_Colonnina_Acciaio,1856920,Numero campi errato,0
ADR_Colonnina_Acciaio,1856920,Codice non trovato nel database,0
Default Wall,2249728,Codice non trovato nel database,0
Alluminio,2278572,Codice non trovato nel database,0
Legno Tamburato,2297750,Codice non trovato nel database,0
Acciaio,2300816,Codice non trovato nel database,0
Lamiera d'acciaio zincata,2300817,Codice non trovato nel database,0
Poche1,2598227,Codice non trovato nel database,0
Sorgente d'illuminazione di default,2598228,Codice non trovato nel database,0
Sistemi-zone,2598230,Codice non trovato nel database,0
Superficie analitica - Muri esterni,2598231,Codice non trovato nel database,0
Superficie analitica - Tetti,2598232,Codice non trovato nel database,0
Superficie analitica - Solaio di fondazione,2598233,Codice non trovato nel database,0
Superficie analitica - Muri interni,2598234,Codice non trovato nel database,0
Superficie analitica - Pavimenti interni,2598235,Codice non trovato nel database,0
Superficie analitica - Controsoffitti,2598236,Codice non trovato nel database,0
Superficie analitica - Superfici d'aria,2598237,Codice non trovato nel database,0
Superficie analitica - Muri interrati,2598238,Codice non trovato nel database,0
Superficie analitica - Finestre apribili,2598239,Codice non trovato nel database,0
Superficie analitica - Lucernari apribili,2598240,Codice non trovato nel database,0
Superficie analitica - Porte scorrevoli,2598241,Codice non trovato nel database,0
Superficie analitica - Aperture di aerazione,2598242,Codice non trovato nel database,0
Superficie analitica - Avvolgibili,2598243,Codice non trovato nel database,0
Pannelli analitici,2598244,Codice non trovato nel database,0
Carichi analitici elettrici,2598245,Codice non trovato nel database,0
Default1,2598246,Codice non trovato nel database,0
Default2,2598247,Codice non trovato nel database,0
Default3,2598248,Codice non trovato nel database,0
Poche2,2598249,Codice non trovato nel database,0
Tetto di default,2598251,Codice non trovato nel database,0
Oal_1,2679649,Numero campi errato,0
Oal_1,2679649,Codice non trovato nel database,0
Fge_standard_1,2679651,Numero campi errato,0
Fge_standard_1,2679651,Numero campi errato,0
Acz_1,2679652,Numero campi errato,0
Acz_1,2679652,Codice non trovato nel database,0
Oal_2,2679661,Numero campi errato,0
Oal_2,2679661,Codice non trovato nel database,0
Plm_3,2679665,Numero campi errato,0
Plm_3,2679665,Codice non trovato nel database,0
Fge_standard_3,2679667,Numero campi errato,0
Fge_standard_3,2679667,Numero campi errato,0
Fge_standard_4,2679669,Numero campi errato,0
Fge_standard_4,2679669,Numero campi errato,0
Oal_4,2679671,Numero campi errato,0
Oal_4,2679671,Codice non trovato nel database,0
Vrs,2679675,Codice non trovato nel database,0
All_R.01,2679681,Numero campi errato,0
All_R.01,2679681,Numero campi errato,0
Met_WL-002,2679689,Numero campi errato,0
Met_WL-002,2679689,Numero campi errato,0
Leg,2679695,Corretto,1
Mle_2,2679697,Numero campi errato,0
Mle_2,2679697,Numero campi errato,0
Acz_2,2679699,Numero campi errato,0
Acz_2,2679699,Codice non trovato nel database,0
Hpl_R.04,2679703,Numero campi errato,0
Hpl_R.04,2679703,Codice non trovato nel database,0
Lma,2679705,Codice non trovato nel database,0
Plm_4,2679709,Numero campi errato,0
Plm_4,2679709,Codice non trovato nel database,0
Alluminio_Pannello verticale,2679711,Numero campi errato,0
Alluminio_Pannello verticale,2679711,Codice non trovato nel database,0
Met_CI.02,2679727,Numero campi errato,0
Met_CI.02,2679727,Numero campi errato,0
Bff,2679737,Codice non trovato nel database,0
Mle_1,2679751,Numero campi errato,0
Mle_1,2679751,Numero campi errato,0
