Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,311,10625,1
AR_LIV_PE_P01_+5.20m,638329,13648,1
AR_LIV_PE_P02_+10.40m,638415,240,1
AR_LIV_PE_PC2_+15.73m,661743,581,1
AR_LIV_PE_PC1_+12.83m,670266,176,1
AR_LIV_PE_PC3_+20.17m,1537773,1,1
