Quantità,Modello,Type Name,ID,Livello,Verifica,Stato
1,IM02-01,IT_ACN_SerrandaSovrapressione580x280:580x280,4071567,,Errore nel primo campo,0
1,IM02-01,IT_ACN_SerrandaSovrapressione580x280:580x280,4071683,,Errore nel primo campo,0
1,IM02-01,"IM_DIS_ACT_VAL_Manometro:1/4""""_Ø50_0-6 bar Bottom Connection",2982174,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_Manometro:1/4""""_Ø50_0-6 bar Bottom Connection",4468705,,Corretto,1
1,IM02-01,IM_DIS_AID_DPR_Bollitore PDC:BOLLY_1_XL_WB_400,5142411,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_Val a sfera:DN15 (G1/2"""") MF",2963946,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_Val a sfera:DN15 (G1/2"""") MF",2963949,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 65,3180596,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 65,3180999,,Corretto,1
1,IM02-01,IM_DIS_AME_VAV_ValvolaRegolazione:BR12WT DN65+M130,3184463,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 150,3611531,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 100,3611706,,Corretto,1
1,IM02-01,IM_DIS_ACT_ValvolaNonRitorno:4'',3616342,,Corretto,1
1,IM02-01,IM_DIS_ACT_ValvolaNonRitorno:6'',3616445,,Corretto,1
1,IM02-01,IM_DIS_ACT_VAL_RiduttorediPressione:DN100,3634855,,Corretto,1
1,IM02-01,IM_DIS_ACT_VAL_RiduttorediPressione:DN150,3634913,,Corretto,1
1,IM02-01,"IM_DIS_ACT_ANT_ValvolaUmido:6"""" Grooved Model VXD Deluge Valve with Trim Electric Release",3720285,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 150,3722498,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 150,3722521,,Corretto,1
1,IM02-01,IM_DIS_ACT_ValvolaNonRitorno:6'',3722528,,Corretto,1
1,IM02-01,IM_DIS_ACT_VAL_RiduttorediPressione:DN150,3722536,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 150,3722888,,Corretto,1
1,IM02-01,IM_DIS_ACT_GEN_ValvolaFarfalla:DN 65,3736602,,Corretto,1
1,IM02-01,IM_DIS_ACT_ValvolaNonRitorno:2-1/2'',3736751,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",3736915,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4019414,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4019647,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4020316,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4020794,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4021225,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4022454,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4022558,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4022610,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4022670,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4025521,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4026413,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4026496,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4026608,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4026741,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-2 1/2""""",4028486,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-2 1/2""""",4028635,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-4""""",4028920,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-2 1/2""""",4028953,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-5""""",4029029,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-5""""",4029047,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4030140,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4031356,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4031659,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaFarfalla:BF-5""""",4031833,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4032960,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4033028,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4033042,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4034446,,Corretto,1
1,IM02-01,IM_DIS_ACT_VAL_ValvolaNonRitorno:DN50,4076456,,Corretto,1
1,IM02-01,"IM_DIS_ACT_OCA_OrifizioCalibrato:BF-3""""",4079546,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4088968,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4089758,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaAFarfalla:408-OSYRW 2-1/2""""",4096332,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaAFarfalla:408-OSYRW 6""""",4096339,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VAL_ValvolaAFarfalla:408-OSYRW 6""""",4096346,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4468421,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN15 (G1/2"""") MF",4468467,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4545379,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4545451,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4545496,,Corretto,1
1,IM02-01,"IM_DIS_ACT_VS_ValvolaSfera:DN32 (G1"""" 1/4) MF",4545549,,Corretto,1
