Categoria,Nome Elemento,ID Elemento,Stato
Livelli,SGS_TMP_Level 1,30,0
Livelli,SGS_TMP_Level 2,9946,0
Livelli,ELE_LIV_PE_P00_+0.00m,4359273,0
Livelli,ELE_LIV_PE_P01_+5.20m,4359274,0
Livelli,ELE_LIV_PE_P02_+10.40m,4359275,0
Livelli,ELE_LIV_PE_PC2_+15.73m,4359276,0
Livelli,ELE_LIV_PE_PC1_+12.83m,4359277,0
Livelli,WV_ACA_ELE_LIV_PE_PC3_+20.17m,4453354,0
