Categoria,Nome Elemento,ID Elemento,Stato
Nessuna griglia presente nel progetto,,,0
Livelli,AR_LIV_PE_P00_+0.00m,1941232,0
Livelli,AR_LIV_PE_P01_+5.20m,1941233,1
Livelli,AR_LIV_PE_P02_+10.40m,1941234,1
Livelli,AR_LIV_PE_PC2_+15.73m,1941235,1
Livelli,AR_LIV_PE_PC1_+12.83m,1941236,1
Livelli,AR_LIV_PE_PC3_+20.17m,1941237,1
