Nome Locale,ID Elemento,Verifica,Stato
L.T.,1342030,Locale Posizionato,1
L.T.,1342036,Locale Posizionato,1
L.T.,1347938,Locale Posizionato,1
L.T.,1347939,Locale Posizionato,1
L.T.,1365699,Locale Posizionato,1
L.T.,1365942,Locale Posizionato,1
Circolazione,1370971,Locale Posizionato,1
Circolazione,1370986,Locale Posizionato,1
SCALE,1370987,Locale Posizionato,1
Circolazione,1370997,Locale Posizionato,1
SCALE,1370998,Locale Posizionato,1
L.T.,1372023,Locale Posizionato,1
L.T.,1372032,Locale Posizionato,1
L.T.,1410058,Locale Posizionato,1
L.T.,1410062,Locale Posizionato,1
L.T.,1410073,Locale Posizionato,1
Circolazione,1410319,Locale Posizionato,1
SCALE,1410410,Locale Posizionato,1
SCALE,1410452,Locale Posizionato,1
SCALE,1410551,Locale Posizionato,1
SCALE,1410684,Locale Posizionato,1
SCALE,1410724,Locale Posizionato,1
Filtro,1520443,Locale Posizionato,1
Circolazione,1520446,Locale Posizionato,1
Circolazione,1531811,Locale Posizionato,1
Filtro,1531815,Locale Posizionato,1
Circolazione,1536398,Locale Posizionato,1
Filtro,1536402,Locale Posizionato,1
Circolazione,1539993,Locale Posizionato,1
Filtro,1539997,Locale Posizionato,1
Circolazione,1558672,Locale Posizionato,1
Circolazione,1558810,Locale Posizionato,1
Filtro,1558812,Locale Posizionato,1
Circolazione,1558960,Locale Posizionato,1
Filtro,1558962,Locale Posizionato,1
SCALE,1575223,Locale Posizionato,1
SCALE,1575233,Locale Posizionato,1
SCALE,1575237,Locale Posizionato,1
Filtro,1579465,Locale Posizionato,1
SCALE,1657552,Locale Posizionato,1
SCALE,1657689,Locale Posizionato,1
SCALE,1658195,Locale Posizionato,1
SCALE,1658633,Locale Posizionato,1
SCALE,1659060,Locale Posizionato,1
SCALE,1659481,Locale Posizionato,1
L.T.,1712522,Locale Posizionato,1
