Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1544953,IfcRoof,1544953,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1545142,IfcRoof,1545142,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1552213,IfcRoof,1552213,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1552539,IfcRoof,1552539,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1553292,IfcRoof,1553292,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1554488,IfcRoof,1554488,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1554660,IfcRoof,1554660,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1881577,IfcRoof,1881577,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1881667,IfcRoof,1881667,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1881981,IfcRoof,1881981,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1943068,IfcRoof,1943068,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1943151,IfcRoof,1943151,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1943206,IfcRoof,1943206,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1943444,IfcRoof,1943444,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_isolanti:1943704,IfcRoof,1943704,,Da compilare COM_GEN_T_ArticoloEPU,0
1,Tetto di base:AR_TET_PIA_353mm_PE.24_grecata:1544953,IfcSlab,1544953,NP.12 + PA.OC.053,Da compilare COM_GEN_T_ArticoloEPU,0
