Quantità,Nome della famiglia e del Tipo,IFC Element,ID,Valori Parametri,Verifica,Stato
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):958881,,958881,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):958951,,958951,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):959031,,959031,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):959512,,959512,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1132430,,1132430,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1132993,,1132993,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1133099,,1133099,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1133150,,1133150,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1133196,,1133196,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1134155,,1134155,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1134607,,1134607,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1134696,,1134696,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1142279,,1142279,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1142359,,1142359,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1145440,,1145440,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
1,ST_TRA_TEE_Car:ST_TRA_TEE_Car_60x58(30x28):1157027,,1157027,"0,000 / 0,000 / 0,000",Da compilare DIM_GEN_T_Larghezza [m]; DIM_GEN_T_Lunghezza [m]; DIM_GEN_T_Spessore [m],0
